year,lake,species,grand_total,comments,region,values
1991,Erie,American Eel,1.0,,Michigan (MI),0.0
1991,Erie,American Eel,1.0,,New York (NY),0.0
1991,Erie,American Eel,1.0,,Ohio (OH),0.0
1991,Erie,American Eel,1.0,,Pennsylvania (PA),0.0
1991,Erie,American Eel,1.0,,U.S. Total,0.0
1991,Erie,American Eel,1.0,,Canada (ONT),1.0
1992,Erie,American Eel,0.0,,Michigan (MI),0.0
1992,Erie,American Eel,0.0,,New York (NY),0.0
1992,Erie,American Eel,0.0,,Ohio (OH),0.0
1992,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1992,Erie,American Eel,0.0,,U.S. Total,0.0
1992,Erie,American Eel,0.0,,Canada (ONT),0.0
1993,Erie,American Eel,0.0,,Michigan (MI),0.0
1993,Erie,American Eel,0.0,,New York (NY),0.0
1993,Erie,American Eel,0.0,,Ohio (OH),0.0
1993,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1993,Erie,American Eel,0.0,,U.S. Total,0.0
1993,Erie,American Eel,0.0,,Canada (ONT),0.0
1994,Erie,American Eel,0.0,,Michigan (MI),0.0
1994,Erie,American Eel,0.0,,New York (NY),0.0
1994,Erie,American Eel,0.0,,Ohio (OH),0.0
1994,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1994,Erie,American Eel,0.0,,U.S. Total,0.0
1994,Erie,American Eel,0.0,,Canada (ONT),0.0
1995,Erie,American Eel,0.0,,Michigan (MI),0.0
1995,Erie,American Eel,0.0,,New York (NY),0.0
1995,Erie,American Eel,0.0,,Ohio (OH),0.0
1995,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1995,Erie,American Eel,0.0,,U.S. Total,0.0
1995,Erie,American Eel,0.0,,Canada (ONT),0.0
1996,Erie,American Eel,0.0,,Michigan (MI),0.0
1996,Erie,American Eel,0.0,,New York (NY),0.0
1996,Erie,American Eel,0.0,,Ohio (OH),0.0
1996,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1996,Erie,American Eel,0.0,,U.S. Total,0.0
1996,Erie,American Eel,0.0,,Canada (ONT),0.0
1997,Erie,American Eel,0.0,,Michigan (MI),0.0
1997,Erie,American Eel,0.0,,New York (NY),0.0
1997,Erie,American Eel,0.0,,Ohio (OH),0.0
1997,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1997,Erie,American Eel,0.0,,U.S. Total,0.0
1997,Erie,American Eel,0.0,,Canada (ONT),0.0
1998,Erie,American Eel,0.0,,Michigan (MI),0.0
1998,Erie,American Eel,0.0,,New York (NY),0.0
1998,Erie,American Eel,0.0,,Ohio (OH),0.0
1998,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1998,Erie,American Eel,0.0,,U.S. Total,0.0
1998,Erie,American Eel,0.0,,Canada (ONT),0.0
1999,Erie,American Eel,0.0,,Michigan (MI),0.0
1999,Erie,American Eel,0.0,,New York (NY),0.0
1999,Erie,American Eel,0.0,,Ohio (OH),0.0
1999,Erie,American Eel,0.0,,Pennsylvania (PA),0.0
1999,Erie,American Eel,0.0,,U.S. Total,0.0
1999,Erie,American Eel,0.0,,Canada (ONT),0.0
1885,Erie,Blue Pike,,,Michigan (MI),
1885,Erie,Blue Pike,,,New York (NY),1166.0
1885,Erie,Blue Pike,,,Ohio (OH),3153.0
1885,Erie,Blue Pike,,,Pennsylvania (PA),3570.0
1885,Erie,Blue Pike,,,U.S. Total,7889.0
1885,Erie,Blue Pike,,,Canada (ONT),
1886,Erie,Blue Pike,,,Michigan (MI),
1886,Erie,Blue Pike,,,New York (NY),
1886,Erie,Blue Pike,,,Ohio (OH),
1886,Erie,Blue Pike,,,Pennsylvania (PA),
1886,Erie,Blue Pike,,,U.S. Total,
1886,Erie,Blue Pike,,,Canada (ONT),
1887,Erie,Blue Pike,,,Michigan (MI),
1887,Erie,Blue Pike,,,New York (NY),
1887,Erie,Blue Pike,,,Ohio (OH),
1887,Erie,Blue Pike,,,Pennsylvania (PA),
1887,Erie,Blue Pike,,,U.S. Total,
1887,Erie,Blue Pike,,,Canada (ONT),
1888,Erie,Blue Pike,,,Michigan (MI),
1888,Erie,Blue Pike,,,New York (NY),
1888,Erie,Blue Pike,,,Ohio (OH),
1888,Erie,Blue Pike,,,Pennsylvania (PA),
1888,Erie,Blue Pike,,,U.S. Total,
1888,Erie,Blue Pike,,,Canada (ONT),
1889,Erie,Blue Pike,,,Michigan (MI),
1889,Erie,Blue Pike,,,New York (NY),
1889,Erie,Blue Pike,,,Ohio (OH),
1889,Erie,Blue Pike,,,Pennsylvania (PA),
1889,Erie,Blue Pike,,,U.S. Total,
1889,Erie,Blue Pike,,,Canada (ONT),
1890,Erie,Blue Pike,,,Michigan (MI),
1890,Erie,Blue Pike,,,New York (NY),288.0
1890,Erie,Blue Pike,,,Ohio (OH),3955.0
1890,Erie,Blue Pike,,,Pennsylvania (PA),3246.0
1890,Erie,Blue Pike,,,U.S. Total,7489.0
1890,Erie,Blue Pike,,,Canada (ONT),
1891,Erie,Blue Pike,,,Michigan (MI),
1891,Erie,Blue Pike,,,New York (NY),
1891,Erie,Blue Pike,,,Ohio (OH),
1891,Erie,Blue Pike,,,Pennsylvania (PA),
1891,Erie,Blue Pike,,,U.S. Total,
1891,Erie,Blue Pike,,,Canada (ONT),
1892,Erie,Blue Pike,,,Michigan (MI),
1892,Erie,Blue Pike,,,New York (NY),
1892,Erie,Blue Pike,,,Ohio (OH),
1892,Erie,Blue Pike,,,Pennsylvania (PA),
1892,Erie,Blue Pike,,,U.S. Total,
1892,Erie,Blue Pike,,,Canada (ONT),
1893,Erie,Blue Pike,,,Michigan (MI),
1893,Erie,Blue Pike,,,New York (NY),
1893,Erie,Blue Pike,,,Ohio (OH),
1893,Erie,Blue Pike,,,Pennsylvania (PA),
1893,Erie,Blue Pike,,,U.S. Total,
1893,Erie,Blue Pike,,,Canada (ONT),
1894,Erie,Blue Pike,,,Michigan (MI),
1894,Erie,Blue Pike,,,New York (NY),
1894,Erie,Blue Pike,,,Ohio (OH),
1894,Erie,Blue Pike,,,Pennsylvania (PA),
1894,Erie,Blue Pike,,,U.S. Total,
1894,Erie,Blue Pike,,,Canada (ONT),
1895,Erie,Blue Pike,,,Michigan (MI),
1895,Erie,Blue Pike,,,New York (NY),
1895,Erie,Blue Pike,,,Ohio (OH),
1895,Erie,Blue Pike,,,Pennsylvania (PA),
1895,Erie,Blue Pike,,,U.S. Total,
1895,Erie,Blue Pike,,,Canada (ONT),
1896,Erie,Blue Pike,,,Michigan (MI),
1896,Erie,Blue Pike,,,New York (NY),
1896,Erie,Blue Pike,,,Ohio (OH),
1896,Erie,Blue Pike,,,Pennsylvania (PA),
1896,Erie,Blue Pike,,,U.S. Total,
1896,Erie,Blue Pike,,,Canada (ONT),
1897,Erie,Blue Pike,,,Michigan (MI),
1897,Erie,Blue Pike,,,New York (NY),396.0
1897,Erie,Blue Pike,,,Ohio (OH),1787.0
1897,Erie,Blue Pike,,,Pennsylvania (PA),2669.0
1897,Erie,Blue Pike,,,U.S. Total,4852.0
1897,Erie,Blue Pike,,,Canada (ONT),
1898,Erie,Blue Pike,,,Michigan (MI),
1898,Erie,Blue Pike,,,New York (NY),
1898,Erie,Blue Pike,,,Ohio (OH),
1898,Erie,Blue Pike,,,Pennsylvania (PA),
1898,Erie,Blue Pike,,,U.S. Total,
1898,Erie,Blue Pike,,,Canada (ONT),
1899,Erie,Blue Pike,,,Michigan (MI),
1899,Erie,Blue Pike,,,New York (NY),809.0
1899,Erie,Blue Pike,,,Ohio (OH),2213.0
1899,Erie,Blue Pike,,,Pennsylvania (PA),1523.0
1899,Erie,Blue Pike,,,U.S. Total,4545.0
1899,Erie,Blue Pike,,,Canada (ONT),
1900,Erie,Blue Pike,,,Michigan (MI),
1900,Erie,Blue Pike,,,New York (NY),
1900,Erie,Blue Pike,,,Ohio (OH),
1900,Erie,Blue Pike,,,Pennsylvania (PA),
1900,Erie,Blue Pike,,,U.S. Total,
1900,Erie,Blue Pike,,,Canada (ONT),
1901,Erie,Blue Pike,,,Michigan (MI),
1901,Erie,Blue Pike,,,New York (NY),
1901,Erie,Blue Pike,,,Ohio (OH),
1901,Erie,Blue Pike,,,Pennsylvania (PA),
1901,Erie,Blue Pike,,,U.S. Total,
1901,Erie,Blue Pike,,,Canada (ONT),
1902,Erie,Blue Pike,,,Michigan (MI),
1902,Erie,Blue Pike,,,New York (NY),
1902,Erie,Blue Pike,,,Ohio (OH),
1902,Erie,Blue Pike,,,Pennsylvania (PA),
1902,Erie,Blue Pike,,,U.S. Total,
1902,Erie,Blue Pike,,,Canada (ONT),
1903,Erie,Blue Pike,,,Michigan (MI),
1903,Erie,Blue Pike,,,New York (NY),1003.0
1903,Erie,Blue Pike,,,Ohio (OH),1733.0
1903,Erie,Blue Pike,,,Pennsylvania (PA),2179.0
1903,Erie,Blue Pike,,,U.S. Total,4915.0
1903,Erie,Blue Pike,,,Canada (ONT),
1904,Erie,Blue Pike,,,Michigan (MI),
1904,Erie,Blue Pike,,,New York (NY),
1904,Erie,Blue Pike,,,Ohio (OH),
1904,Erie,Blue Pike,,,Pennsylvania (PA),
1904,Erie,Blue Pike,,,U.S. Total,
1904,Erie,Blue Pike,,,Canada (ONT),
1905,Erie,Blue Pike,,,Michigan (MI),
1905,Erie,Blue Pike,,,New York (NY),
1905,Erie,Blue Pike,,,Ohio (OH),
1905,Erie,Blue Pike,,,Pennsylvania (PA),
1905,Erie,Blue Pike,,,U.S. Total,
1905,Erie,Blue Pike,,,Canada (ONT),
1906,Erie,Blue Pike,,,Michigan (MI),
1906,Erie,Blue Pike,,,New York (NY),
1906,Erie,Blue Pike,,,Ohio (OH),
1906,Erie,Blue Pike,,,Pennsylvania (PA),
1906,Erie,Blue Pike,,,U.S. Total,
1906,Erie,Blue Pike,,,Canada (ONT),
1907,Erie,Blue Pike,,,Michigan (MI),
1907,Erie,Blue Pike,,,New York (NY),
1907,Erie,Blue Pike,,,Ohio (OH),
1907,Erie,Blue Pike,,,Pennsylvania (PA),
1907,Erie,Blue Pike,,,U.S. Total,
1907,Erie,Blue Pike,,,Canada (ONT),
1908,Erie,Blue Pike,,,Michigan (MI),
1908,Erie,Blue Pike,,,New York (NY),1805.0
1908,Erie,Blue Pike,,,Ohio (OH),4004.0
1908,Erie,Blue Pike,,,Pennsylvania (PA),2925.0
1908,Erie,Blue Pike,,,U.S. Total,8734.0
1908,Erie,Blue Pike,,,Canada (ONT),
1909,Erie,Blue Pike,,,Michigan (MI),
1909,Erie,Blue Pike,,,New York (NY),
1909,Erie,Blue Pike,,,Ohio (OH),
1909,Erie,Blue Pike,,,Pennsylvania (PA),
1909,Erie,Blue Pike,,,U.S. Total,
1909,Erie,Blue Pike,,,Canada (ONT),
1910,Erie,Blue Pike,,,Michigan (MI),
1910,Erie,Blue Pike,,,New York (NY),
1910,Erie,Blue Pike,,,Ohio (OH),
1910,Erie,Blue Pike,,,Pennsylvania (PA),
1910,Erie,Blue Pike,,,U.S. Total,
1910,Erie,Blue Pike,,,Canada (ONT),
1911,Erie,Blue Pike,,,Michigan (MI),
1911,Erie,Blue Pike,,,New York (NY),
1911,Erie,Blue Pike,,,Ohio (OH),
1911,Erie,Blue Pike,,,Pennsylvania (PA),
1911,Erie,Blue Pike,,,U.S. Total,
1911,Erie,Blue Pike,,,Canada (ONT),
1912,Erie,Blue Pike,,,Michigan (MI),
1912,Erie,Blue Pike,,,New York (NY),
1912,Erie,Blue Pike,,,Ohio (OH),
1912,Erie,Blue Pike,,,Pennsylvania (PA),
1912,Erie,Blue Pike,,,U.S. Total,
1912,Erie,Blue Pike,,,Canada (ONT),
1913,Erie,Blue Pike,,OH: Records cover only part of season.,Michigan (MI),
1913,Erie,Blue Pike,,OH: Records cover only part of season.,New York (NY),39.0
1913,Erie,Blue Pike,,OH: Records cover only part of season.,Ohio (OH),1804.0
1913,Erie,Blue Pike,,OH: Records cover only part of season.,Pennsylvania (PA),4000.0
1913,Erie,Blue Pike,,OH: Records cover only part of season.,U.S. Total,
1913,Erie,Blue Pike,,OH: Records cover only part of season.,Canada (ONT),
1914,Erie,Blue Pike,,,Michigan (MI),
1914,Erie,Blue Pike,,,New York (NY),462.0
1914,Erie,Blue Pike,,,Ohio (OH),8545.0
1914,Erie,Blue Pike,,,Pennsylvania (PA),2852.0
1914,Erie,Blue Pike,,,U.S. Total,11859.0
1914,Erie,Blue Pike,,,Canada (ONT),
1915,Erie,Blue Pike,23643.0,,Michigan (MI),
1915,Erie,Blue Pike,23643.0,,New York (NY),886.0
1915,Erie,Blue Pike,23643.0,,Ohio (OH),13079.0
1915,Erie,Blue Pike,23643.0,,Pennsylvania (PA),4796.0
1915,Erie,Blue Pike,23643.0,,U.S. Total,18761.0
1915,Erie,Blue Pike,23643.0,,Canada (ONT),4882.0
1916,Erie,Blue Pike,11919.0,,Michigan (MI),
1916,Erie,Blue Pike,11919.0,,New York (NY),289.0
1916,Erie,Blue Pike,11919.0,,Ohio (OH),7683.0
1916,Erie,Blue Pike,11919.0,,Pennsylvania (PA),1408.0
1916,Erie,Blue Pike,11919.0,,U.S. Total,9380.0
1916,Erie,Blue Pike,11919.0,,Canada (ONT),2539.0
1917,Erie,Blue Pike,2171.0,,Michigan (MI),
1917,Erie,Blue Pike,2171.0,,New York (NY),18.0
1917,Erie,Blue Pike,2171.0,,Ohio (OH),1499.0
1917,Erie,Blue Pike,2171.0,,Pennsylvania (PA),88.0
1917,Erie,Blue Pike,2171.0,,U.S. Total,1605.0
1917,Erie,Blue Pike,2171.0,,Canada (ONT),566.0
1918,Erie,Blue Pike,2008.0,,Michigan (MI),
1918,Erie,Blue Pike,2008.0,,New York (NY),75.0
1918,Erie,Blue Pike,2008.0,,Ohio (OH),1069.0
1918,Erie,Blue Pike,2008.0,,Pennsylvania (PA),79.0
1918,Erie,Blue Pike,2008.0,,U.S. Total,1223.0
1918,Erie,Blue Pike,2008.0,,Canada (ONT),785.0
1919,Erie,Blue Pike,4063.0,,Michigan (MI),
1919,Erie,Blue Pike,4063.0,,New York (NY),63.0
1919,Erie,Blue Pike,4063.0,,Ohio (OH),1532.0
1919,Erie,Blue Pike,4063.0,,Pennsylvania (PA),80.0
1919,Erie,Blue Pike,4063.0,,U.S. Total,1675.0
1919,Erie,Blue Pike,4063.0,,Canada (ONT),2388.0
1920,Erie,Blue Pike,7320.0,,Michigan (MI),
1920,Erie,Blue Pike,7320.0,,New York (NY),169.0
1920,Erie,Blue Pike,7320.0,,Ohio (OH),3494.0
1920,Erie,Blue Pike,7320.0,,Pennsylvania (PA),302.0
1920,Erie,Blue Pike,7320.0,,U.S. Total,3965.0
1920,Erie,Blue Pike,7320.0,,Canada (ONT),3355.0
1921,Erie,Blue Pike,15311.0,,Michigan (MI),
1921,Erie,Blue Pike,15311.0,,New York (NY),367.0
1921,Erie,Blue Pike,15311.0,,Ohio (OH),5836.0
1921,Erie,Blue Pike,15311.0,,Pennsylvania (PA),2741.0
1921,Erie,Blue Pike,15311.0,,U.S. Total,8944.0
1921,Erie,Blue Pike,15311.0,,Canada (ONT),6367.0
1922,Erie,Blue Pike,16673.0,,Michigan (MI),
1922,Erie,Blue Pike,16673.0,,New York (NY),565.0
1922,Erie,Blue Pike,16673.0,,Ohio (OH),7202.0
1922,Erie,Blue Pike,16673.0,,Pennsylvania (PA),2593.0
1922,Erie,Blue Pike,16673.0,,U.S. Total,10360.0
1922,Erie,Blue Pike,16673.0,,Canada (ONT),6313.0
1923,Erie,Blue Pike,12877.0,,Michigan (MI),
1923,Erie,Blue Pike,12877.0,,New York (NY),642.0
1923,Erie,Blue Pike,12877.0,,Ohio (OH),6028.0
1923,Erie,Blue Pike,12877.0,,Pennsylvania (PA),3013.0
1923,Erie,Blue Pike,12877.0,,U.S. Total,9683.0
1923,Erie,Blue Pike,12877.0,,Canada (ONT),3194.0
1924,Erie,Blue Pike,11955.0,,Michigan (MI),
1924,Erie,Blue Pike,11955.0,,New York (NY),527.0
1924,Erie,Blue Pike,11955.0,,Ohio (OH),5363.0
1924,Erie,Blue Pike,11955.0,,Pennsylvania (PA),3077.0
1924,Erie,Blue Pike,11955.0,,U.S. Total,8967.0
1924,Erie,Blue Pike,11955.0,,Canada (ONT),2988.0
1925,Erie,Blue Pike,7377.0,,Michigan (MI),
1925,Erie,Blue Pike,7377.0,,New York (NY),
1925,Erie,Blue Pike,7377.0,,Ohio (OH),4047.0
1925,Erie,Blue Pike,7377.0,,Pennsylvania (PA),
1925,Erie,Blue Pike,7377.0,,U.S. Total,4047.0
1925,Erie,Blue Pike,7377.0,,Canada (ONT),3330.0
1926,Erie,Blue Pike,12315.0,,Michigan (MI),
1926,Erie,Blue Pike,12315.0,,New York (NY),2170.0
1926,Erie,Blue Pike,12315.0,,Ohio (OH),4234.0
1926,Erie,Blue Pike,12315.0,,Pennsylvania (PA),2936.0
1926,Erie,Blue Pike,12315.0,,U.S. Total,9340.0
1926,Erie,Blue Pike,12315.0,,Canada (ONT),2975.0
1927,Erie,Blue Pike,10380.0,,Michigan (MI),
1927,Erie,Blue Pike,10380.0,,New York (NY),475.0
1927,Erie,Blue Pike,10380.0,,Ohio (OH),4637.0
1927,Erie,Blue Pike,10380.0,,Pennsylvania (PA),2190.0
1927,Erie,Blue Pike,10380.0,,U.S. Total,7302.0
1927,Erie,Blue Pike,10380.0,,Canada (ONT),3078.0
1928,Erie,Blue Pike,6923.0,,Michigan (MI),
1928,Erie,Blue Pike,6923.0,,New York (NY),449.0
1928,Erie,Blue Pike,6923.0,,Ohio (OH),3743.0
1928,Erie,Blue Pike,6923.0,,Pennsylvania (PA),627.0
1928,Erie,Blue Pike,6923.0,,U.S. Total,4819.0
1928,Erie,Blue Pike,6923.0,,Canada (ONT),2104.0
1929,Erie,Blue Pike,5359.0,,Michigan (MI),
1929,Erie,Blue Pike,5359.0,,New York (NY),305.0
1929,Erie,Blue Pike,5359.0,,Ohio (OH),1803.0
1929,Erie,Blue Pike,5359.0,,Pennsylvania (PA),713.0
1929,Erie,Blue Pike,5359.0,,U.S. Total,2821.0
1929,Erie,Blue Pike,5359.0,,Canada (ONT),2538.0
1930,Erie,Blue Pike,17690.0,,Michigan (MI),
1930,Erie,Blue Pike,17690.0,,New York (NY),564.0
1930,Erie,Blue Pike,17690.0,,Ohio (OH),9017.0
1930,Erie,Blue Pike,17690.0,,Pennsylvania (PA),2211.0
1930,Erie,Blue Pike,17690.0,,U.S. Total,11792.0
1930,Erie,Blue Pike,17690.0,,Canada (ONT),5898.0
1931,Erie,Blue Pike,18000.0,,Michigan (MI),
1931,Erie,Blue Pike,18000.0,,New York (NY),1103.0
1931,Erie,Blue Pike,18000.0,,Ohio (OH),7849.0
1931,Erie,Blue Pike,18000.0,,Pennsylvania (PA),3690.0
1931,Erie,Blue Pike,18000.0,,U.S. Total,12642.0
1931,Erie,Blue Pike,18000.0,,Canada (ONT),5358.0
1932,Erie,Blue Pike,13828.0,,Michigan (MI),
1932,Erie,Blue Pike,13828.0,,New York (NY),475.0
1932,Erie,Blue Pike,13828.0,,Ohio (OH),7784.0
1932,Erie,Blue Pike,13828.0,,Pennsylvania (PA),1607.0
1932,Erie,Blue Pike,13828.0,,U.S. Total,9866.0
1932,Erie,Blue Pike,13828.0,,Canada (ONT),3962.0
1933,Erie,Blue Pike,12938.0,,Michigan (MI),
1933,Erie,Blue Pike,12938.0,,New York (NY),304.0
1933,Erie,Blue Pike,12938.0,,Ohio (OH),6735.0
1933,Erie,Blue Pike,12938.0,,Pennsylvania (PA),1747.0
1933,Erie,Blue Pike,12938.0,,U.S. Total,8786.0
1933,Erie,Blue Pike,12938.0,,Canada (ONT),4152.0
1934,Erie,Blue Pike,10654.0,,Michigan (MI),
1934,Erie,Blue Pike,10654.0,,New York (NY),459.0
1934,Erie,Blue Pike,10654.0,,Ohio (OH),5765.0
1934,Erie,Blue Pike,10654.0,,Pennsylvania (PA),2132.0
1934,Erie,Blue Pike,10654.0,,U.S. Total,8356.0
1934,Erie,Blue Pike,10654.0,,Canada (ONT),2298.0
1935,Erie,Blue Pike,14750.0,,Michigan (MI),
1935,Erie,Blue Pike,14750.0,,New York (NY),460.0
1935,Erie,Blue Pike,14750.0,,Ohio (OH),7142.0
1935,Erie,Blue Pike,14750.0,,Pennsylvania (PA),2084.0
1935,Erie,Blue Pike,14750.0,,U.S. Total,9686.0
1935,Erie,Blue Pike,14750.0,,Canada (ONT),5064.0
1936,Erie,Blue Pike,26787.0,,Michigan (MI),
1936,Erie,Blue Pike,26787.0,,New York (NY),624.0
1936,Erie,Blue Pike,26787.0,,Ohio (OH),16447.0
1936,Erie,Blue Pike,26787.0,,Pennsylvania (PA),2837.0
1936,Erie,Blue Pike,26787.0,,U.S. Total,19908.0
1936,Erie,Blue Pike,26787.0,,Canada (ONT),6879.0
1937,Erie,Blue Pike,20317.0,,Michigan (MI),
1937,Erie,Blue Pike,20317.0,,New York (NY),1638.0
1937,Erie,Blue Pike,20317.0,,Ohio (OH),7020.0
1937,Erie,Blue Pike,20317.0,,Pennsylvania (PA),2304.0
1937,Erie,Blue Pike,20317.0,,U.S. Total,10962.0
1937,Erie,Blue Pike,20317.0,,Canada (ONT),9355.0
1938,Erie,Blue Pike,15818.0,,Michigan (MI),
1938,Erie,Blue Pike,15818.0,,New York (NY),1064.0
1938,Erie,Blue Pike,15818.0,,Ohio (OH),6154.0
1938,Erie,Blue Pike,15818.0,,Pennsylvania (PA),1442.0
1938,Erie,Blue Pike,15818.0,,U.S. Total,8660.0
1938,Erie,Blue Pike,15818.0,,Canada (ONT),7158.0
1939,Erie,Blue Pike,14960.0,,Michigan (MI),
1939,Erie,Blue Pike,14960.0,,New York (NY),529.0
1939,Erie,Blue Pike,14960.0,,Ohio (OH),7263.0
1939,Erie,Blue Pike,14960.0,,Pennsylvania (PA),1257.0
1939,Erie,Blue Pike,14960.0,,U.S. Total,9049.0
1939,Erie,Blue Pike,14960.0,,Canada (ONT),5911.0
1940,Erie,Blue Pike,6963.0,,Michigan (MI),
1940,Erie,Blue Pike,6963.0,,New York (NY),97.0
1940,Erie,Blue Pike,6963.0,,Ohio (OH),4541.0
1940,Erie,Blue Pike,6963.0,,Pennsylvania (PA),313.0
1940,Erie,Blue Pike,6963.0,,U.S. Total,4951.0
1940,Erie,Blue Pike,6963.0,,Canada (ONT),2012.0
1941,Erie,Blue Pike,4831.0,,Michigan (MI),8.0
1941,Erie,Blue Pike,4831.0,,New York (NY),33.0
1941,Erie,Blue Pike,4831.0,,Ohio (OH),3029.0
1941,Erie,Blue Pike,4831.0,,Pennsylvania (PA),217.0
1941,Erie,Blue Pike,4831.0,,U.S. Total,3287.0
1941,Erie,Blue Pike,4831.0,,Canada (ONT),1544.0
1942,Erie,Blue Pike,10627.0,,Michigan (MI),4.0
1942,Erie,Blue Pike,10627.0,,New York (NY),98.0
1942,Erie,Blue Pike,10627.0,,Ohio (OH),5296.0
1942,Erie,Blue Pike,10627.0,,Pennsylvania (PA),824.0
1942,Erie,Blue Pike,10627.0,,U.S. Total,6222.0
1942,Erie,Blue Pike,10627.0,,Canada (ONT),4405.0
1943,Erie,Blue Pike,20842.0,,Michigan (MI),
1943,Erie,Blue Pike,20842.0,,New York (NY),809.0
1943,Erie,Blue Pike,20842.0,,Ohio (OH),8055.0
1943,Erie,Blue Pike,20842.0,,Pennsylvania (PA),2364.0
1943,Erie,Blue Pike,20842.0,,U.S. Total,11228.0
1943,Erie,Blue Pike,20842.0,,Canada (ONT),9614.0
1944,Erie,Blue Pike,24323.0,,Michigan (MI),
1944,Erie,Blue Pike,24323.0,,New York (NY),1526.0
1944,Erie,Blue Pike,24323.0,,Ohio (OH),11278.0
1944,Erie,Blue Pike,24323.0,,Pennsylvania (PA),2129.0
1944,Erie,Blue Pike,24323.0,,U.S. Total,14933.0
1944,Erie,Blue Pike,24323.0,,Canada (ONT),9390.0
1945,Erie,Blue Pike,14331.0,,Michigan (MI),
1945,Erie,Blue Pike,14331.0,,New York (NY),843.0
1945,Erie,Blue Pike,14331.0,,Ohio (OH),5167.0
1945,Erie,Blue Pike,14331.0,,Pennsylvania (PA),1762.0
1945,Erie,Blue Pike,14331.0,,U.S. Total,7772.0
1945,Erie,Blue Pike,14331.0,,Canada (ONT),6559.0
1946,Erie,Blue Pike,4922.0,,Michigan (MI),1.0
1946,Erie,Blue Pike,4922.0,,New York (NY),111.0
1946,Erie,Blue Pike,4922.0,,Ohio (OH),2550.0
1946,Erie,Blue Pike,4922.0,,Pennsylvania (PA),351.0
1946,Erie,Blue Pike,4922.0,,U.S. Total,3013.0
1946,Erie,Blue Pike,4922.0,,Canada (ONT),1909.0
1947,Erie,Blue Pike,4766.0,,Michigan (MI),1.0
1947,Erie,Blue Pike,4766.0,,New York (NY),78.0
1947,Erie,Blue Pike,4766.0,,Ohio (OH),2896.0
1947,Erie,Blue Pike,4766.0,,Pennsylvania (PA),145.0
1947,Erie,Blue Pike,4766.0,,U.S. Total,3120.0
1947,Erie,Blue Pike,4766.0,,Canada (ONT),1646.0
1948,Erie,Blue Pike,14745.0,,Michigan (MI),20.0
1948,Erie,Blue Pike,14745.0,,New York (NY),553.0
1948,Erie,Blue Pike,14745.0,,Ohio (OH),6957.0
1948,Erie,Blue Pike,14745.0,,Pennsylvania (PA),1473.0
1948,Erie,Blue Pike,14745.0,,U.S. Total,9003.0
1948,Erie,Blue Pike,14745.0,,Canada (ONT),5742.0
1949,Erie,Blue Pike,23784.0,,Michigan (MI),
1949,Erie,Blue Pike,23784.0,,New York (NY),905.0
1949,Erie,Blue Pike,23784.0,,Ohio (OH),10616.0
1949,Erie,Blue Pike,23784.0,,Pennsylvania (PA),2479.0
1949,Erie,Blue Pike,23784.0,,U.S. Total,14000.0
1949,Erie,Blue Pike,23784.0,,Canada (ONT),9784.0
1950,Erie,Blue Pike,14801.0,,Michigan (MI),
1950,Erie,Blue Pike,14801.0,,New York (NY),178.0
1950,Erie,Blue Pike,14801.0,,Ohio (OH),4900.0
1950,Erie,Blue Pike,14801.0,,Pennsylvania (PA),1112.0
1950,Erie,Blue Pike,14801.0,,U.S. Total,6190.0
1950,Erie,Blue Pike,14801.0,,Canada (ONT),8611.0
1951,Erie,Blue Pike,6064.0,,Michigan (MI),
1951,Erie,Blue Pike,6064.0,,New York (NY),109.0
1951,Erie,Blue Pike,6064.0,,Ohio (OH),1867.0
1951,Erie,Blue Pike,6064.0,,Pennsylvania (PA),174.0
1951,Erie,Blue Pike,6064.0,,U.S. Total,2150.0
1951,Erie,Blue Pike,6064.0,,Canada (ONT),3914.0
1952,Erie,Blue Pike,14037.0,,Michigan (MI),0.0
1952,Erie,Blue Pike,14037.0,,New York (NY),158.0
1952,Erie,Blue Pike,14037.0,,Ohio (OH),5531.0
1952,Erie,Blue Pike,14037.0,,Pennsylvania (PA),1081.0
1952,Erie,Blue Pike,14037.0,,U.S. Total,6770.0
1952,Erie,Blue Pike,14037.0,,Canada (ONT),7267.0
1953,Erie,Blue Pike,18375.0,,Michigan (MI),
1953,Erie,Blue Pike,18375.0,,New York (NY),265.0
1953,Erie,Blue Pike,18375.0,,Ohio (OH),6853.0
1953,Erie,Blue Pike,18375.0,,Pennsylvania (PA),924.0
1953,Erie,Blue Pike,18375.0,,U.S. Total,8042.0
1953,Erie,Blue Pike,18375.0,,Canada (ONT),10333.0
1954,Erie,Blue Pike,14395.0,,Michigan (MI),
1954,Erie,Blue Pike,14395.0,,New York (NY),319.0
1954,Erie,Blue Pike,14395.0,,Ohio (OH),4576.0
1954,Erie,Blue Pike,14395.0,,Pennsylvania (PA),1349.0
1954,Erie,Blue Pike,14395.0,,U.S. Total,6244.0
1954,Erie,Blue Pike,14395.0,,Canada (ONT),8151.0
