year,lake,species,grand_total,comments,region,values
1952,Michigan,Suckers,,,Green Bay (MI),
1952,Michigan,Suckers,,,Mich. Proper (MI),
1952,Michigan,Suckers,,,MI State Total,488.0
1952,Michigan,Suckers,,,Green Bay (WI),
1952,Michigan,Suckers,,,Mich. Proper (WI),
1952,Michigan,Suckers,,,WI State Total,255.0
1952,Michigan,Suckers,,,Illinois (IL),0.0
1952,Michigan,Suckers,,,Indiana (IN),1.0
1952,Michigan,Suckers,,,U.S. Total,744.0
1953,Michigan,Suckers,,,Green Bay (MI),368.0
1953,Michigan,Suckers,,,Mich. Proper (MI),78.0
1953,Michigan,Suckers,,,MI State Total,446.0
1953,Michigan,Suckers,,,Green Bay (WI),362.0
1953,Michigan,Suckers,,,Mich. Proper (WI),11.0
1953,Michigan,Suckers,,,WI State Total,373.0
1953,Michigan,Suckers,,,Illinois (IL),
1953,Michigan,Suckers,,,Indiana (IN),1.0
1953,Michigan,Suckers,,,U.S. Total,820.0
1954,Michigan,Suckers,,,Green Bay (MI),232.0
1954,Michigan,Suckers,,,Mich. Proper (MI),48.0
1954,Michigan,Suckers,,,MI State Total,280.0
1954,Michigan,Suckers,,,Green Bay (WI),321.0
1954,Michigan,Suckers,,,Mich. Proper (WI),8.0
1954,Michigan,Suckers,,,WI State Total,329.0
1954,Michigan,Suckers,,,Illinois (IL),
1954,Michigan,Suckers,,,Indiana (IN),0.0
1954,Michigan,Suckers,,,U.S. Total,609.0
1955,Michigan,Suckers,,,Green Bay (MI),284.0
1955,Michigan,Suckers,,,Mich. Proper (MI),42.0
1955,Michigan,Suckers,,,MI State Total,326.0
1955,Michigan,Suckers,,,Green Bay (WI),346.0
1955,Michigan,Suckers,,,Mich. Proper (WI),12.0
1955,Michigan,Suckers,,,WI State Total,358.0
1955,Michigan,Suckers,,,Illinois (IL),
1955,Michigan,Suckers,,,Indiana (IN),0.0
1955,Michigan,Suckers,,,U.S. Total,684.0
1956,Michigan,Suckers,,,Green Bay (MI),238.0
1956,Michigan,Suckers,,,Mich. Proper (MI),19.0
1956,Michigan,Suckers,,,MI State Total,257.0
1956,Michigan,Suckers,,,Green Bay (WI),363.0
1956,Michigan,Suckers,,,Mich. Proper (WI),19.0
1956,Michigan,Suckers,,,WI State Total,382.0
1956,Michigan,Suckers,,,Illinois (IL),
1956,Michigan,Suckers,,,Indiana (IN),0.0
1956,Michigan,Suckers,,,U.S. Total,639.0
1957,Michigan,Suckers,,,Green Bay (MI),228.0
1957,Michigan,Suckers,,,Mich. Proper (MI),19.0
1957,Michigan,Suckers,,,MI State Total,247.0
1957,Michigan,Suckers,,,Green Bay (WI),385.0
1957,Michigan,Suckers,,,Mich. Proper (WI),9.0
1957,Michigan,Suckers,,,WI State Total,394.0
1957,Michigan,Suckers,,,Illinois (IL),
1957,Michigan,Suckers,,,Indiana (IN),0.0
1957,Michigan,Suckers,,,U.S. Total,641.0
1958,Michigan,Suckers,,,Green Bay (MI),290.0
1958,Michigan,Suckers,,,Mich. Proper (MI),17.0
1958,Michigan,Suckers,,,MI State Total,307.0
1958,Michigan,Suckers,,,Green Bay (WI),357.0
1958,Michigan,Suckers,,,Mich. Proper (WI),21.0
1958,Michigan,Suckers,,,WI State Total,378.0
1958,Michigan,Suckers,,,Illinois (IL),
1958,Michigan,Suckers,,,Indiana (IN),0.0
1958,Michigan,Suckers,,,U.S. Total,685.0
1959,Michigan,Suckers,,,Green Bay (MI),252.0
1959,Michigan,Suckers,,,Mich. Proper (MI),6.0
1959,Michigan,Suckers,,,MI State Total,258.0
1959,Michigan,Suckers,,,Green Bay (WI),343.0
1959,Michigan,Suckers,,,Mich. Proper (WI),11.0
1959,Michigan,Suckers,,,WI State Total,354.0
1959,Michigan,Suckers,,,Illinois (IL),
1959,Michigan,Suckers,,,Indiana (IN),
1959,Michigan,Suckers,,,U.S. Total,612.0
1960,Michigan,Suckers,,,Green Bay (MI),283.0
1960,Michigan,Suckers,,,Mich. Proper (MI),3.0
1960,Michigan,Suckers,,,MI State Total,286.0
1960,Michigan,Suckers,,,Green Bay (WI),473.0
1960,Michigan,Suckers,,,Mich. Proper (WI),8.0
1960,Michigan,Suckers,,,WI State Total,481.0
1960,Michigan,Suckers,,,Illinois (IL),
1960,Michigan,Suckers,,,Indiana (IN),
1960,Michigan,Suckers,,,U.S. Total,767.0
1961,Michigan,Suckers,,,Green Bay (MI),103.0
1961,Michigan,Suckers,,,Mich. Proper (MI),22.0
1961,Michigan,Suckers,,,MI State Total,125.0
1961,Michigan,Suckers,,,Green Bay (WI),362.0
1961,Michigan,Suckers,,,Mich. Proper (WI),6.0
1961,Michigan,Suckers,,,WI State Total,368.0
1961,Michigan,Suckers,,,Illinois (IL),
1961,Michigan,Suckers,,,Indiana (IN),2.0
1961,Michigan,Suckers,,,U.S. Total,495.0
1962,Michigan,Suckers,,,Green Bay (MI),30.0
1962,Michigan,Suckers,,,Mich. Proper (MI),12.0
1962,Michigan,Suckers,,,MI State Total,42.0
1962,Michigan,Suckers,,,Green Bay (WI),215.0
1962,Michigan,Suckers,,,Mich. Proper (WI),5.0
1962,Michigan,Suckers,,,WI State Total,220.0
1962,Michigan,Suckers,,,Illinois (IL),
1962,Michigan,Suckers,,,Indiana (IN),1.0
1962,Michigan,Suckers,,,U.S. Total,263.0
1963,Michigan,Suckers,,,Green Bay (MI),70.0
1963,Michigan,Suckers,,,Mich. Proper (MI),7.0
1963,Michigan,Suckers,,,MI State Total,77.0
1963,Michigan,Suckers,,,Green Bay (WI),218.0
1963,Michigan,Suckers,,,Mich. Proper (WI),4.0
1963,Michigan,Suckers,,,WI State Total,222.0
1963,Michigan,Suckers,,,Illinois (IL),0.0
1963,Michigan,Suckers,,,Indiana (IN),0.0
1963,Michigan,Suckers,,,U.S. Total,299.0
1964,Michigan,Suckers,,,Green Bay (MI),26.0
1964,Michigan,Suckers,,,Mich. Proper (MI),12.0
1964,Michigan,Suckers,,,MI State Total,38.0
1964,Michigan,Suckers,,,Green Bay (WI),175.0
1964,Michigan,Suckers,,,Mich. Proper (WI),2.0
1964,Michigan,Suckers,,,WI State Total,177.0
1964,Michigan,Suckers,,,Illinois (IL),
1964,Michigan,Suckers,,,Indiana (IN),0.0
1964,Michigan,Suckers,,,U.S. Total,215.0
1965,Michigan,Suckers,,,Green Bay (MI),26.0
1965,Michigan,Suckers,,,Mich. Proper (MI),18.0
1965,Michigan,Suckers,,,MI State Total,44.0
1965,Michigan,Suckers,,,Green Bay (WI),121.0
1965,Michigan,Suckers,,,Mich. Proper (WI),3.0
1965,Michigan,Suckers,,,WI State Total,124.0
1965,Michigan,Suckers,,,Illinois (IL),
1965,Michigan,Suckers,,,Indiana (IN),
1965,Michigan,Suckers,,,U.S. Total,168.0
1966,Michigan,Suckers,,,Green Bay (MI),4.0
1966,Michigan,Suckers,,,Mich. Proper (MI),19.0
1966,Michigan,Suckers,,,MI State Total,23.0
1966,Michigan,Suckers,,,Green Bay (WI),374.0
1966,Michigan,Suckers,,,Mich. Proper (WI),5.0
1966,Michigan,Suckers,,,WI State Total,379.0
1966,Michigan,Suckers,,,Illinois (IL),
1966,Michigan,Suckers,,,Indiana (IN),2.0
1966,Michigan,Suckers,,,U.S. Total,404.0
1967,Michigan,Suckers,,,Green Bay (MI),4.0
1967,Michigan,Suckers,,,Mich. Proper (MI),30.0
1967,Michigan,Suckers,,,MI State Total,34.0
1967,Michigan,Suckers,,,Green Bay (WI),342.0
1967,Michigan,Suckers,,,Mich. Proper (WI),5.0
1967,Michigan,Suckers,,,WI State Total,347.0
1967,Michigan,Suckers,,,Illinois (IL),0.0
1967,Michigan,Suckers,,,Indiana (IN),10.0
1967,Michigan,Suckers,,,U.S. Total,391.0
1968,Michigan,Suckers,,,Green Bay (MI),11.0
1968,Michigan,Suckers,,,Mich. Proper (MI),10.0
1968,Michigan,Suckers,,,MI State Total,21.0
1968,Michigan,Suckers,,,Green Bay (WI),429.0
1968,Michigan,Suckers,,,Mich. Proper (WI),2.0
1968,Michigan,Suckers,,,WI State Total,431.0
1968,Michigan,Suckers,,,Illinois (IL),
1968,Michigan,Suckers,,,Indiana (IN),13.0
1968,Michigan,Suckers,,,U.S. Total,465.0
1969,Michigan,Suckers,,,Green Bay (MI),97.0
1969,Michigan,Suckers,,,Mich. Proper (MI),23.0
1969,Michigan,Suckers,,,MI State Total,120.0
1969,Michigan,Suckers,,,Green Bay (WI),651.0
1969,Michigan,Suckers,,,Mich. Proper (WI),6.0
1969,Michigan,Suckers,,,WI State Total,657.0
1969,Michigan,Suckers,,,Illinois (IL),0.0
1969,Michigan,Suckers,,,Indiana (IN),12.0
1969,Michigan,Suckers,,,U.S. Total,789.0
1970,Michigan,Suckers,,,Green Bay (MI),479.0
1970,Michigan,Suckers,,,Mich. Proper (MI),43.0
1970,Michigan,Suckers,,,MI State Total,522.0
1970,Michigan,Suckers,,,Green Bay (WI),410.0
1970,Michigan,Suckers,,,Mich. Proper (WI),5.0
1970,Michigan,Suckers,,,WI State Total,415.0
1970,Michigan,Suckers,,,Illinois (IL),0.0
1970,Michigan,Suckers,,,Indiana (IN),32.0
1970,Michigan,Suckers,,,U.S. Total,969.0
1971,Michigan,Suckers,,,Green Bay (MI),330.0
1971,Michigan,Suckers,,,Mich. Proper (MI),95.0
1971,Michigan,Suckers,,,MI State Total,425.0
1971,Michigan,Suckers,,,Green Bay (WI),741.0
1971,Michigan,Suckers,,,Mich. Proper (WI),12.0
1971,Michigan,Suckers,,,WI State Total,753.0
1971,Michigan,Suckers,,,Illinois (IL),0.0
1971,Michigan,Suckers,,,Indiana (IN),209.0
1971,Michigan,Suckers,,,U.S. Total,1387.0
1972,Michigan,Suckers,,,Green Bay (MI),84.0
1972,Michigan,Suckers,,,Mich. Proper (MI),101.0
1972,Michigan,Suckers,,,MI State Total,185.0
1972,Michigan,Suckers,,,Green Bay (WI),226.0
1972,Michigan,Suckers,,,Mich. Proper (WI),3.0
1972,Michigan,Suckers,,,WI State Total,229.0
1972,Michigan,Suckers,,,Illinois (IL),0.0
1972,Michigan,Suckers,,,Indiana (IN),18.0
1972,Michigan,Suckers,,,U.S. Total,432.0
1973,Michigan,Suckers,,,Green Bay (MI),155.0
1973,Michigan,Suckers,,,Mich. Proper (MI),93.0
1973,Michigan,Suckers,,,MI State Total,248.0
1973,Michigan,Suckers,,,Green Bay (WI),441.0
1973,Michigan,Suckers,,,Mich. Proper (WI),9.0
1973,Michigan,Suckers,,,WI State Total,450.0
1973,Michigan,Suckers,,,Illinois (IL),0.0
1973,Michigan,Suckers,,,Indiana (IN),12.0
1973,Michigan,Suckers,,,U.S. Total,710.0
1974,Michigan,Suckers,,,Green Bay (MI),76.0
1974,Michigan,Suckers,,,Mich. Proper (MI),112.0
1974,Michigan,Suckers,,,MI State Total,188.0
1974,Michigan,Suckers,,,Green Bay (WI),263.0
1974,Michigan,Suckers,,,Mich. Proper (WI),48.0
1974,Michigan,Suckers,,,WI State Total,311.0
1974,Michigan,Suckers,,,Illinois (IL),2.0
1974,Michigan,Suckers,,,Indiana (IN),7.0
1974,Michigan,Suckers,,,U.S. Total,508.0
1975,Michigan,Suckers,,,Green Bay (MI),66.0
1975,Michigan,Suckers,,,Mich. Proper (MI),45.0
1975,Michigan,Suckers,,,MI State Total,111.0
1975,Michigan,Suckers,,,Green Bay (WI),198.0
1975,Michigan,Suckers,,,Mich. Proper (WI),20.0
1975,Michigan,Suckers,,,WI State Total,218.0
1975,Michigan,Suckers,,,Illinois (IL),3.0
1975,Michigan,Suckers,,,Indiana (IN),9.0
1975,Michigan,Suckers,,,U.S. Total,341.0
1976,Michigan,Suckers,,,Green Bay (MI),48.0
1976,Michigan,Suckers,,,Mich. Proper (MI),93.0
1976,Michigan,Suckers,,,MI State Total,141.0
1976,Michigan,Suckers,,,Green Bay (WI),275.0
1976,Michigan,Suckers,,,Mich. Proper (WI),6.0
1976,Michigan,Suckers,,,WI State Total,281.0
1976,Michigan,Suckers,,,Illinois (IL),
1976,Michigan,Suckers,,,Indiana (IN),4.0
1976,Michigan,Suckers,,,U.S. Total,426.0
1977,Michigan,Suckers,,,Green Bay (MI),26.0
1977,Michigan,Suckers,,,Mich. Proper (MI),38.0
1977,Michigan,Suckers,,,MI State Total,64.0
1977,Michigan,Suckers,,,Green Bay (WI),190.0
1977,Michigan,Suckers,,,Mich. Proper (WI),14.0
1977,Michigan,Suckers,,,WI State Total,204.0
1977,Michigan,Suckers,,,Illinois (IL),
1977,Michigan,Suckers,,,Indiana (IN),2.0
1977,Michigan,Suckers,,,U.S. Total,270.0
1978,Michigan,Suckers,,,Green Bay (MI),81.0
1978,Michigan,Suckers,,,Mich. Proper (MI),45.0
1978,Michigan,Suckers,,,MI State Total,126.0
1978,Michigan,Suckers,,,Green Bay (WI),255.0
1978,Michigan,Suckers,,,Mich. Proper (WI),6.0
1978,Michigan,Suckers,,,WI State Total,261.0
1978,Michigan,Suckers,,,Illinois (IL),0.0
1978,Michigan,Suckers,,,Indiana (IN),4.0
1978,Michigan,Suckers,,,U.S. Total,391.0
1979,Michigan,Suckers,,,Green Bay (MI),663.0
1979,Michigan,Suckers,,,Mich. Proper (MI),27.0
1979,Michigan,Suckers,,,MI State Total,690.0
1979,Michigan,Suckers,,,Green Bay (WI),248.0
1979,Michigan,Suckers,,,Mich. Proper (WI),6.0
1979,Michigan,Suckers,,,WI State Total,254.0
1979,Michigan,Suckers,,,Illinois (IL),0.0
1979,Michigan,Suckers,,,Indiana (IN),3.0
1979,Michigan,Suckers,,,U.S. Total,947.0
1980,Michigan,Suckers,,,Green Bay (MI),1128.0
1980,Michigan,Suckers,,,Mich. Proper (MI),49.0
1980,Michigan,Suckers,,,MI State Total,1177.0
1980,Michigan,Suckers,,,Green Bay (WI),173.0
1980,Michigan,Suckers,,,Mich. Proper (WI),4.0
1980,Michigan,Suckers,,,WI State Total,177.0
1980,Michigan,Suckers,,,Illinois (IL),0.0
1980,Michigan,Suckers,,,Indiana (IN),3.0
1980,Michigan,Suckers,,,U.S. Total,1357.0
1981,Michigan,Suckers,,,Green Bay (MI),817.0
1981,Michigan,Suckers,,,Mich. Proper (MI),22.0
1981,Michigan,Suckers,,,MI State Total,839.0
1981,Michigan,Suckers,,,Green Bay (WI),343.0
1981,Michigan,Suckers,,,Mich. Proper (WI),4.0
1981,Michigan,Suckers,,,WI State Total,347.0
1981,Michigan,Suckers,,,Illinois (IL),0.0
1981,Michigan,Suckers,,,Indiana (IN),7.0
1981,Michigan,Suckers,,,U.S. Total,1193.0
1982,Michigan,Suckers,,,Green Bay (MI),741.0
1982,Michigan,Suckers,,,Mich. Proper (MI),69.0
1982,Michigan,Suckers,,,MI State Total,810.0
1982,Michigan,Suckers,,,Green Bay (WI),230.0
1982,Michigan,Suckers,,,Mich. Proper (WI),5.0
1982,Michigan,Suckers,,,WI State Total,235.0
1982,Michigan,Suckers,,,Illinois (IL),0.0
1982,Michigan,Suckers,,,Indiana (IN),6.0
1982,Michigan,Suckers,,,U.S. Total,1051.0
1983,Michigan,Suckers,,,Green Bay (MI),2159.0
1983,Michigan,Suckers,,,Mich. Proper (MI),25.0
1983,Michigan,Suckers,,,MI State Total,2184.0
1983,Michigan,Suckers,,,Green Bay (WI),174.0
1983,Michigan,Suckers,,,Mich. Proper (WI),6.0
1983,Michigan,Suckers,,,WI State Total,180.0
1983,Michigan,Suckers,,,Illinois (IL),0.0
1983,Michigan,Suckers,,,Indiana (IN),5.0
1983,Michigan,Suckers,,,U.S. Total,2369.0
1984,Michigan,Suckers,,,Green Bay (MI),1715.0
1984,Michigan,Suckers,,,Mich. Proper (MI),10.0
1984,Michigan,Suckers,,,MI State Total,1725.0
1984,Michigan,Suckers,,,Green Bay (WI),146.0
1984,Michigan,Suckers,,,Mich. Proper (WI),8.0
1984,Michigan,Suckers,,,WI State Total,154.0
1984,Michigan,Suckers,,,Illinois (IL),0.0
1984,Michigan,Suckers,,,Indiana (IN),3.0
1984,Michigan,Suckers,,,U.S. Total,1882.0
1985,Michigan,Suckers,,,Green Bay (MI),669.0
1985,Michigan,Suckers,,,Mich. Proper (MI),18.0
1985,Michigan,Suckers,,,MI State Total,687.0
1985,Michigan,Suckers,,,Green Bay (WI),192.0
1985,Michigan,Suckers,,,Mich. Proper (WI),4.0
1985,Michigan,Suckers,,,WI State Total,196.0
1985,Michigan,Suckers,,,Illinois (IL),0.0
1985,Michigan,Suckers,,,Indiana (IN),0.0
1985,Michigan,Suckers,,,U.S. Total,883.0
1986,Michigan,Suckers,,,Green Bay (MI),782.0
1986,Michigan,Suckers,,,Mich. Proper (MI),2.0
1986,Michigan,Suckers,,,MI State Total,784.0
1986,Michigan,Suckers,,,Green Bay (WI),67.0
1986,Michigan,Suckers,,,Mich. Proper (WI),2.0
1986,Michigan,Suckers,,,WI State Total,69.0
1986,Michigan,Suckers,,,Illinois (IL),0.0
1986,Michigan,Suckers,,,Indiana (IN),0.0
1986,Michigan,Suckers,,,U.S. Total,853.0
1987,Michigan,Suckers,,,Green Bay (MI),1212.0
1987,Michigan,Suckers,,,Mich. Proper (MI),4.0
1987,Michigan,Suckers,,,MI State Total,1216.0
1987,Michigan,Suckers,,,Green Bay (WI),82.0
1987,Michigan,Suckers,,,Mich. Proper (WI),8.0
1987,Michigan,Suckers,,,WI State Total,90.0
1987,Michigan,Suckers,,,Illinois (IL),0.0
1987,Michigan,Suckers,,,Indiana (IN),1.0
1987,Michigan,Suckers,,,U.S. Total,1307.0
1988,Michigan,Suckers,,,Green Bay (MI),601.0
1988,Michigan,Suckers,,,Mich. Proper (MI),12.0
1988,Michigan,Suckers,,,MI State Total,613.0
1988,Michigan,Suckers,,,Green Bay (WI),116.0
1988,Michigan,Suckers,,,Mich. Proper (WI),2.0
1988,Michigan,Suckers,,,WI State Total,118.0
1988,Michigan,Suckers,,,Illinois (IL),0.0
1988,Michigan,Suckers,,,Indiana (IN),1.0
1988,Michigan,Suckers,,,U.S. Total,732.0
1989,Michigan,Suckers,,,Green Bay (MI),2661.0
1989,Michigan,Suckers,,,Mich. Proper (MI),13.0
1989,Michigan,Suckers,,,MI State Total,2674.0
1989,Michigan,Suckers,,,Green Bay (WI),95.0
1989,Michigan,Suckers,,,Mich. Proper (WI),2.0
1989,Michigan,Suckers,,,WI State Total,97.0
1989,Michigan,Suckers,,,Illinois (IL),0.0
1989,Michigan,Suckers,,,Indiana (IN),0.0
1989,Michigan,Suckers,,,U.S. Total,2771.0
1990,Michigan,Suckers,,,Green Bay (MI),338.0
1990,Michigan,Suckers,,,Mich. Proper (MI),12.0
1990,Michigan,Suckers,,,MI State Total,350.0
1990,Michigan,Suckers,,,Green Bay (WI),62.0
1990,Michigan,Suckers,,,Mich. Proper (WI),0.0
1990,Michigan,Suckers,,,WI State Total,62.0
1990,Michigan,Suckers,,,Illinois (IL),0.0
1990,Michigan,Suckers,,,Indiana (IN),0.0
1990,Michigan,Suckers,,,U.S. Total,412.0
1991,Michigan,Suckers,,,Green Bay (MI),
1991,Michigan,Suckers,,,Mich. Proper (MI),
1991,Michigan,Suckers,,,MI State Total,941.0
1991,Michigan,Suckers,,,Green Bay (WI),
1991,Michigan,Suckers,,,Mich. Proper (WI),
1991,Michigan,Suckers,,,WI State Total,66.0
1991,Michigan,Suckers,,,Illinois (IL),0.0
1991,Michigan,Suckers,,,Indiana (IN),0.0
1991,Michigan,Suckers,,,U.S. Total,1008.0
1992,Michigan,Suckers,,,Green Bay (MI),1037.0
1992,Michigan,Suckers,,,Mich. Proper (MI),6.0
1992,Michigan,Suckers,,,MI State Total,1043.0
1992,Michigan,Suckers,,,Green Bay (WI),
1992,Michigan,Suckers,,,Mich. Proper (WI),
1992,Michigan,Suckers,,,WI State Total,
1992,Michigan,Suckers,,,Illinois (IL),0.0
1992,Michigan,Suckers,,,Indiana (IN),0.0
1992,Michigan,Suckers,,,U.S. Total,1043.0
1993,Michigan,Suckers,,,Green Bay (MI),266.0
1993,Michigan,Suckers,,,Mich. Proper (MI),14.0
1993,Michigan,Suckers,,,MI State Total,280.0
1993,Michigan,Suckers,,,Green Bay (WI),21.0
1993,Michigan,Suckers,,,Mich. Proper (WI),0.0
1993,Michigan,Suckers,,,WI State Total,21.0
1993,Michigan,Suckers,,,Illinois (IL),0.0
1993,Michigan,Suckers,,,Indiana (IN),0.0
1993,Michigan,Suckers,,,U.S. Total,301.0
1994,Michigan,Suckers,,,Green Bay (MI),903.0
1994,Michigan,Suckers,,,Mich. Proper (MI),13.0
1994,Michigan,Suckers,,,MI State Total,916.0
1994,Michigan,Suckers,,,Green Bay (WI),10.0
1994,Michigan,Suckers,,,Mich. Proper (WI),0.0
1994,Michigan,Suckers,,,WI State Total,10.0
1994,Michigan,Suckers,,,Illinois (IL),0.0
1994,Michigan,Suckers,,,Indiana (IN),0.0
1994,Michigan,Suckers,,,U.S. Total,926.0
1995,Michigan,Suckers,,,Green Bay (MI),609.0
1995,Michigan,Suckers,,,Mich. Proper (MI),9.0
1995,Michigan,Suckers,,,MI State Total,618.0
1995,Michigan,Suckers,,,Green Bay (WI),1.0
1995,Michigan,Suckers,,,Mich. Proper (WI),0.0
1995,Michigan,Suckers,,,WI State Total,1.0
1995,Michigan,Suckers,,,Illinois (IL),0.0
1995,Michigan,Suckers,,,Indiana (IN),0.0
1995,Michigan,Suckers,,,U.S. Total,620.0
1996,Michigan,Suckers,,,Green Bay (MI),754.0
1996,Michigan,Suckers,,,Mich. Proper (MI),19.0
1996,Michigan,Suckers,,,MI State Total,773.0
1996,Michigan,Suckers,,,Green Bay (WI),1.0
1996,Michigan,Suckers,,,Mich. Proper (WI),0.0
1996,Michigan,Suckers,,,WI State Total,1.0
1996,Michigan,Suckers,,,Illinois (IL),0.0
1996,Michigan,Suckers,,,Indiana (IN),0.0
1996,Michigan,Suckers,,,U.S. Total,775.0
1997,Michigan,Suckers,,,Green Bay (MI),493.0
1997,Michigan,Suckers,,,Mich. Proper (MI),10.0
1997,Michigan,Suckers,,,MI State Total,503.0
1997,Michigan,Suckers,,,Green Bay (WI),1.0
1997,Michigan,Suckers,,,Mich. Proper (WI),0.0
1997,Michigan,Suckers,,,WI State Total,1.0
1997,Michigan,Suckers,,,Illinois (IL),0.0
1997,Michigan,Suckers,,,Indiana (IN),0.0
1997,Michigan,Suckers,,,U.S. Total,504.0
1998,Michigan,Suckers,,,Green Bay (MI),511.0
1998,Michigan,Suckers,,,Mich. Proper (MI),4.0
1998,Michigan,Suckers,,,MI State Total,515.0
1998,Michigan,Suckers,,,Green Bay (WI),3.0
1998,Michigan,Suckers,,,Mich. Proper (WI),0.0
1998,Michigan,Suckers,,,WI State Total,3.0
1998,Michigan,Suckers,,,Illinois (IL),0.0
1998,Michigan,Suckers,,,Indiana (IN),0.0
1998,Michigan,Suckers,,,U.S. Total,518.0
1999,Michigan,Suckers,,,Green Bay (MI),41.0
1999,Michigan,Suckers,,,Mich. Proper (MI),3.0
1999,Michigan,Suckers,,,MI State Total,44.0
1999,Michigan,Suckers,,,Green Bay (WI),2.0
1999,Michigan,Suckers,,,Mich. Proper (WI),0.0
1999,Michigan,Suckers,,,WI State Total,2.0
1999,Michigan,Suckers,,,Illinois (IL),0.0
1999,Michigan,Suckers,,,Indiana (IN),0.0
1999,Michigan,Suckers,,,U.S. Total,46.0
2000,Michigan,Suckers,,,Green Bay (MI),4.0
2000,Michigan,Suckers,,,Mich. Proper (MI),1.0
2000,Michigan,Suckers,,,MI State Total,5.0
2000,Michigan,Suckers,,,Green Bay (WI),3.0
2000,Michigan,Suckers,,,Mich. Proper (WI),
2000,Michigan,Suckers,,,WI State Total,3.0
2000,Michigan,Suckers,,,Illinois (IL),
2000,Michigan,Suckers,,,Indiana (IN),
2000,Michigan,Suckers,,,U.S. Total,8.0
2001,Michigan,Suckers,,,Green Bay (MI),4.0
2001,Michigan,Suckers,,,Mich. Proper (MI),3.0
2001,Michigan,Suckers,,,MI State Total,6.0
2001,Michigan,Suckers,,,Green Bay (WI),2.0
2001,Michigan,Suckers,,,Mich. Proper (WI),
2001,Michigan,Suckers,,,WI State Total,2.0
2001,Michigan,Suckers,,,Illinois (IL),
2001,Michigan,Suckers,,,Indiana (IN),
2001,Michigan,Suckers,,,U.S. Total,8.0
2002,Michigan,Suckers,,,Green Bay (MI),0.0
2002,Michigan,Suckers,,,Mich. Proper (MI),0.0
2002,Michigan,Suckers,,,MI State Total,1.0
2002,Michigan,Suckers,,,Green Bay (WI),2.0
2002,Michigan,Suckers,,,Mich. Proper (WI),
2002,Michigan,Suckers,,,WI State Total,2.0
2002,Michigan,Suckers,,,Illinois (IL),
2002,Michigan,Suckers,,,Indiana (IN),
2002,Michigan,Suckers,,,U.S. Total,3.0
2003,Michigan,Suckers,,,Green Bay (MI),114.0
2003,Michigan,Suckers,,,Mich. Proper (MI),0.0
2003,Michigan,Suckers,,,MI State Total,114.0
2003,Michigan,Suckers,,,Green Bay (WI),11.0
2003,Michigan,Suckers,,,Mich. Proper (WI),
2003,Michigan,Suckers,,,WI State Total,11.0
2003,Michigan,Suckers,,,Illinois (IL),
2003,Michigan,Suckers,,,Indiana (IN),
2003,Michigan,Suckers,,,U.S. Total,125.0
2004,Michigan,Suckers,,,Green Bay (MI),0.0
2004,Michigan,Suckers,,,Mich. Proper (MI),1.0
2004,Michigan,Suckers,,,MI State Total,1.0
2004,Michigan,Suckers,,,Green Bay (WI),2.0
2004,Michigan,Suckers,,,Mich. Proper (WI),
2004,Michigan,Suckers,,,WI State Total,2.0
2004,Michigan,Suckers,,,Illinois (IL),
2004,Michigan,Suckers,,,Indiana (IN),
2004,Michigan,Suckers,,,U.S. Total,3.0
2005,Michigan,Suckers,,,Green Bay (MI),23.0
2005,Michigan,Suckers,,,Mich. Proper (MI),1.0
2005,Michigan,Suckers,,,MI State Total,23.0
2005,Michigan,Suckers,,,Green Bay (WI),1.0
2005,Michigan,Suckers,,,Mich. Proper (WI),0.0
2005,Michigan,Suckers,,,WI State Total,1.0
2005,Michigan,Suckers,,,Illinois (IL),
2005,Michigan,Suckers,,,Indiana (IN),
2005,Michigan,Suckers,,,U.S. Total,24.0
2006,Michigan,Suckers,,,Green Bay (MI),
2006,Michigan,Suckers,,,Mich. Proper (MI),0.0
2006,Michigan,Suckers,,,MI State Total,0.0
2006,Michigan,Suckers,,,Green Bay (WI),1.0
2006,Michigan,Suckers,,,Mich. Proper (WI),0.0
2006,Michigan,Suckers,,,WI State Total,1.0
2006,Michigan,Suckers,,,Illinois (IL),
2006,Michigan,Suckers,,,Indiana (IN),
2006,Michigan,Suckers,,,U.S. Total,1.0
2007,Michigan,Suckers,,,Green Bay (MI),
2007,Michigan,Suckers,,,Mich. Proper (MI),0.0
2007,Michigan,Suckers,,,MI State Total,0.0
2007,Michigan,Suckers,,,Green Bay (WI),0.0
2007,Michigan,Suckers,,,Mich. Proper (WI),
2007,Michigan,Suckers,,,WI State Total,0.0
2007,Michigan,Suckers,,,Illinois (IL),
2007,Michigan,Suckers,,,Indiana (IN),
2007,Michigan,Suckers,,,U.S. Total,0.0
2008,Michigan,Suckers,,,Green Bay (MI),
2008,Michigan,Suckers,,,Mich. Proper (MI),4.0
2008,Michigan,Suckers,,,MI State Total,4.0
2008,Michigan,Suckers,,,Green Bay (WI),0.0
2008,Michigan,Suckers,,,Mich. Proper (WI),
2008,Michigan,Suckers,,,WI State Total,0.0
2008,Michigan,Suckers,,,Illinois (IL),
2008,Michigan,Suckers,,,Indiana (IN),
2008,Michigan,Suckers,,,U.S. Total,4.0
2009,Michigan,Suckers,,,Green Bay (MI),
2009,Michigan,Suckers,,,Mich. Proper (MI),1.0
2009,Michigan,Suckers,,,MI State Total,1.0
2009,Michigan,Suckers,,,Green Bay (WI),1.0
