Entity,Code,Year,"Female lung cancer deaths (per 100,000) (WHO (IARC) (2016))","Male lung cancer deaths per 100,000 (WHO (IARC) (2016))"
Mexico,MEX,1968,3.58,7.12
Mexico,MEX,1969,3.35,6.87
Mexico,MEX,1970,3.65,7.45
Mexico,MEX,1971,3.81,7.79
Mexico,MEX,1972,3.86,7.98
Mexico,MEX,1973,3.98,8.29
Mexico,MEX,1974,3.6,8.62
Mexico,MEX,1975,3.73,9.31
Mexico,MEX,1976,4.03,9.65
Mexico,MEX,1977,4.22,9.79
Mexico,MEX,1978,4.05,10.86
Mexico,MEX,1979,4.53,11.81
Mexico,MEX,1980,4.49,11.06
Mexico,MEX,1981,4.66,12.05
Mexico,MEX,1982,4.39,12.41
Mexico,MEX,1983,5,12.97
Mexico,MEX,1984,5.13,13.34
Mexico,MEX,1985,5.35,14.25
Mexico,MEX,1986,5.52,14.47
Mexico,MEX,1987,5.41,15.03
Mexico,MEX,1988,5.43,15.18
Mexico,MEX,1989,5.33,15.83
Mexico,MEX,1990,5.41,14.77
Mexico,MEX,1991,5.4,14.81
Mexico,MEX,1992,5.61,15.28
Mexico,MEX,1993,5.44,16.02
Mexico,MEX,1994,5.71,15.36
Mexico,MEX,1995,5.34,14.91
Mexico,MEX,1996,5.4,14.22
Mexico,MEX,1997,5.67,14.49
Mexico,MEX,1998,5.25,13.7
Mexico,MEX,1999,5.19,13.62
Mexico,MEX,2000,4.97,12.66
Mexico,MEX,2001,4.76,12.65
Mexico,MEX,2002,4.96,12.5
Moldova,MDA,1981,6.02,31.5
Moldova,MDA,1982,4.95,33.52
Moldova,MDA,1985,6.12,39.7
Moldova,MDA,1986,5.89,41.09
Moldova,MDA,1987,7.73,42.18
Moldova,MDA,1988,6.9,45.36
Moldova,MDA,1989,8.19,47.7
Moldova,MDA,1990,6.19,45.88
Moldova,MDA,1991,6.99,42.57
Moldova,MDA,1992,5.07,42.12
Moldova,MDA,1993,6.63,41.42
Moldova,MDA,1994,6.19,44.01
Moldova,MDA,1995,5.59,40.75
Moldova,MDA,1996,5.77,41.29
Moldova,MDA,1997,6.06,35.03
Moldova,MDA,1998,5.25,31.37
Moldova,MDA,1999,5.24,28.11
Moldova,MDA,2000,4.65,28.11
Moldova,MDA,2001,5.4,30.59
Moldova,MDA,2002,5.05,28.48
Mongolia,MNG,2002,13,27.6
Morocco,MAR,2002,1.9,19.6
Mozambique,MOZ,2002,1.2,1.7
Myanmar,MMR,2002,11.8,25.5
Namibia,NAM,2002,2.2,5.9
Nepal,NPL,2002,2.2,11
Netherlands,NLD,1950,3.05,22.92
Netherlands,NLD,1951,3.69,25.86
Netherlands,NLD,1952,2.8,26.45
Netherlands,NLD,1953,3.09,27.61
Netherlands,NLD,1954,3.23,30.74
Netherlands,NLD,1955,2.79,30.83
Netherlands,NLD,1956,3.29,34.27
Netherlands,NLD,1957,3.14,35.31
Netherlands,NLD,1958,2.96,36.52
Netherlands,NLD,1959,3.14,40.22
Netherlands,NLD,1960,3.24,41.81
Netherlands,NLD,1961,3.66,45.47
Netherlands,NLD,1962,3.24,47.6
Netherlands,NLD,1963,3.45,50.47
Netherlands,NLD,1964,3.46,52.54
Netherlands,NLD,1965,3.43,52.85
Netherlands,NLD,1966,3.3,56.33
Netherlands,NLD,1967,3.67,59.82
Netherlands,NLD,1968,3.97,62.09
Netherlands,NLD,1969,3.3,62.83
Netherlands,NLD,1970,3.69,64.88
Netherlands,NLD,1971,3.86,68.02
Netherlands,NLD,1972,4.15,67.5
Netherlands,NLD,1973,3.81,70.15
Netherlands,NLD,1974,4.43,70.4
Netherlands,NLD,1975,4.3,72.97
Netherlands,NLD,1976,4.6,75.34
Netherlands,NLD,1977,5.06,74.28
Netherlands,NLD,1978,5.39,77.89
Netherlands,NLD,1979,5.41,76
Netherlands,NLD,1980,6.13,77.9
Netherlands,NLD,1981,6.45,77.85
Netherlands,NLD,1982,6.97,78.2
Netherlands,NLD,1983,7.14,75.91
Netherlands,NLD,1984,8.1,77.18
Netherlands,NLD,1985,8.22,76.75
Netherlands,NLD,1986,8.78,76.96
Netherlands,NLD,1987,8.79,74.82
Netherlands,NLD,1988,9.87,74.94
Netherlands,NLD,1989,10.46,71.72
Netherlands,NLD,1990,10.31,67.3
Netherlands,NLD,1991,10.75,67.53
Netherlands,NLD,1992,11.73,66.23
Netherlands,NLD,1993,12.61,65.15
Netherlands,NLD,1994,13.36,62.74
Netherlands,NLD,1995,13.82,61.25
Netherlands,NLD,1996,13.86,58.83
Netherlands,NLD,1997,14.75,57.72
Netherlands,NLD,1998,14.95,56.19
Netherlands,NLD,1999,15.99,54.37
Netherlands,NLD,2000,16.85,50.45
Netherlands,NLD,2001,17.04,50.42
Netherlands,NLD,2002,18.1,49.33
New Zealand,NZL,1950,2.55,16.86
New Zealand,NZL,1951,3.22,19.48
New Zealand,NZL,1952,3.56,21.99
New Zealand,NZL,1953,2.99,21.84
New Zealand,NZL,1954,2.56,23.68
New Zealand,NZL,1955,3.04,26.49
New Zealand,NZL,1956,4.46,26.78
New Zealand,NZL,1957,3.39,30.16
New Zealand,NZL,1958,4.1,28.74
New Zealand,NZL,1959,3.89,29.93
New Zealand,NZL,1960,4.63,27.96
New Zealand,NZL,1961,5.32,32.24
New Zealand,NZL,1962,4.39,34.7
New Zealand,NZL,1963,5.59,36.6
New Zealand,NZL,1964,5.58,37.55
New Zealand,NZL,1965,4.78,37.78
New Zealand,NZL,1966,5,41.04
New Zealand,NZL,1967,5.91,37.39
New Zealand,NZL,1968,6.11,45.11
New Zealand,NZL,1969,7.31,46.05
New Zealand,NZL,1970,8.99,47
New Zealand,NZL,1971,8.06,45.99
New Zealand,NZL,1972,9.91,42.33
New Zealand,NZL,1973,10.85,45.44
New Zealand,NZL,1974,11.21,48.88
New Zealand,NZL,1975,10.96,49.66
New Zealand,NZL,1976,10.58,51.74
New Zealand,NZL,1977,11.81,50.33
New Zealand,NZL,1978,12.4,48.49
New Zealand,NZL,1979,12.66,49.49
New Zealand,NZL,1980,12.74,48.64
New Zealand,NZL,1981,14.03,49.44
New Zealand,NZL,1982,13.88,46.14
New Zealand,NZL,1983,13.54,50.98
New Zealand,NZL,1984,13.68,51.01
New Zealand,NZL,1985,15.16,45.16
New Zealand,NZL,1986,14.17,47.92
New Zealand,NZL,1987,17.11,47.38
New Zealand,NZL,1988,16.46,44.14
New Zealand,NZL,1989,17.61,42.92
New Zealand,NZL,1990,17.96,42.19
New Zealand,NZL,1991,17.56,40.21
New Zealand,NZL,1992,17.13,42.35
New Zealand,NZL,1993,17.17,38.93
New Zealand,NZL,1994,18.23,38.42
New Zealand,NZL,1995,18.6,37.47
New Zealand,NZL,1996,17.7,36.93
New Zealand,NZL,1997,18.96,35.27
New Zealand,NZL,1998,17.94,33.42
New Zealand,NZL,1999,19.1,32.8
New Zealand,NZL,2000,17.2,31.58
New Zealand,NZL,2001,19.16,30.17
New Zealand,NZL,2002,18.06,29.74
Nicaragua,NIC,1961,0.12,0.49
Nicaragua,NIC,1962,0.29,0.51
Nicaragua,NIC,1963,0.61,1.41
Nicaragua,NIC,1964,0.61,0.9
Nicaragua,NIC,1965,0.26,
Nicaragua,NIC,1968,0.64,0.26
Nicaragua,NIC,1969,2.17,1.37
Nicaragua,NIC,1973,0.65,0.5
Nicaragua,NIC,1974,0.43,0.52
Nicaragua,NIC,1975,1.22,2.12
Nicaragua,NIC,1976,0.29,0.28
Nicaragua,NIC,1977,0.62,1.36
Nicaragua,NIC,1988,1.68,3.62
Nicaragua,NIC,1989,1.98,3.5
Nicaragua,NIC,1990,1.92,5.47
Nicaragua,NIC,1991,2.3,3.43
Nicaragua,NIC,1992,1.41,3.42
Nicaragua,NIC,1993,1.54,3.83
Nicaragua,NIC,1994,1.93,5.09
Nicaragua,NIC,1996,3.3,5.1
Nicaragua,NIC,1997,2.74,5.55
Nicaragua,NIC,1998,1.5,5.41
Nicaragua,NIC,1999,2.08,6.1
Nicaragua,NIC,2000,3.24,6.33
Nicaragua,NIC,2001,2.32,4.6
Nicaragua,NIC,2002,2.32,5.52
Nicaragua,NIC,1978,,1.2
Niger,NER,2002,0.4,4.6
Nigeria,NGA,2002,0.4,1.1
North Korea,PRK,2002,10.3,43
North Macedonia,MKD,1991,5.13,31.65
North Macedonia,MKD,1992,4.72,34.93
North Macedonia,MKD,1993,5.21,38.04
North Macedonia,MKD,1994,7.16,41.29
North Macedonia,MKD,1995,6.01,36.43
North Macedonia,MKD,1996,7.04,41.33
North Macedonia,MKD,1997,6.6,41.49
North Macedonia,MKD,1998,7.01,43.11
North Macedonia,MKD,1999,7.38,39.91
North Macedonia,MKD,2000,7.64,41.45
North Macedonia,MKD,2001,6.94,41.64
North Macedonia,MKD,2002,5.48,42.24
Norway,NOR,1951,2.55,7.08
Norway,NOR,1952,3.1,7.72
Norway,NOR,1953,2.32,7.21
Norway,NOR,1954,2.22,8.92
Norway,NOR,1955,2.78,7.95
Norway,NOR,1956,2.3,9.15
Norway,NOR,1957,2.55,9.01
Norway,NOR,1958,2.21,10.39
Norway,NOR,1959,2.86,11.53
Norway,NOR,1960,2.58,12.7
Norway,NOR,1961,2.5,12.57
Norway,NOR,1962,2.61,12.28
Norway,NOR,1963,2.56,13.67
Norway,NOR,1964,3.05,14.24
Norway,NOR,1965,2.19,14.56
Norway,NOR,1966,2.63,14.44
Norway,NOR,1967,3.33,16.45
Norway,NOR,1968,3.45,18.27
Norway,NOR,1969,3.87,18.55
Norway,NOR,1970,3.5,19.39
Norway,NOR,1971,3.86,19.52
Norway,NOR,1972,3.79,19.42
Norway,NOR,1973,4.33,20.24
Norway,NOR,1974,4.04,19.83
Norway,NOR,1975,4.56,22.8
Norway,NOR,1976,4.56,23.26
Norway,NOR,1977,4.89,24.09
Norway,NOR,1978,4.8,24.85
Norway,NOR,1979,5.33,24.66
Norway,NOR,1980,5.84,24.24
Norway,NOR,1981,5.76,29.57
Norway,NOR,1982,6.97,28.92
Norway,NOR,1983,6.67,27.53
Norway,NOR,1984,7.81,28.95
Norway,NOR,1985,8.5,29.54
Norway,NOR,1986,8.83,30.97
Norway,NOR,1987,8.63,30.7
Norway,NOR,1988,10.29,31.23
Norway,NOR,1989,9.99,29.66
Norway,NOR,1990,10.58,30.06
Norway,NOR,1991,10.98,31.6
Norway,NOR,1992,10.71,31.14
Norway,NOR,1993,11.07,32.1
Norway,NOR,1994,13.52,32.02
Norway,NOR,1995,13.05,31.45
Norway,NOR,1996,14.46,31.06
Norway,NOR,1997,16.39,31.37
Norway,NOR,1998,14.21,30.56
Norway,NOR,1999,14.06,32.04
Norway,NOR,2000,15.88,30.03
Norway,NOR,2001,16.62,30.01
Norway,NOR,2002,15.8,31.95
Oman,OMN,2002,2.2,8.8
Pakistan,PAK,2002,2.6,18.6
Panama,PAN,1955,0.96,5.55
Panama,PAN,1956,1.09,6.04
Panama,PAN,1957,1.64,9.06
Panama,PAN,1958,1.68,7.05
Panama,PAN,1959,2.35,5.27
Panama,PAN,1960,2.21,5.82
Panama,PAN,1961,2.46,8.81
Panama,PAN,1962,2.91,6.65
Panama,PAN,1963,1.96,6.91
Panama,PAN,1964,0.64,6.43
Panama,PAN,1965,2.46,9.61
Panama,PAN,1966,1.16,7.92
Panama,PAN,1967,1.76,6.91
Panama,PAN,1968,0.7,7.12
Panama,PAN,1969,1.93,7.02
Panama,PAN,1970,1.86,8.85
Panama,PAN,1971,2.04,8.42
Panama,PAN,1972,1.75,10.82
Panama,PAN,1973,3.85,9.6
Panama,PAN,1974,2.92,10.65
Panama,PAN,1975,3.19,11.24
Panama,PAN,1976,2.22,10.54
Panama,PAN,1977,3.17,12.24
Panama,PAN,1978,2.45,11.43
Panama,PAN,1979,3.37,13.92
Panama,PAN,1980,4.03,16.07
Panama,PAN,1981,2.82,12.38
Panama,PAN,1982,4.27,13.87
Panama,PAN,1983,3.74,14.22
Panama,PAN,1984,4,13.9
Panama,PAN,1985,3.72,12.69
Panama,PAN,1986,4.24,16.49
Panama,PAN,1987,5.29,13.53
Panama,PAN,1988,3.2,14.39
Panama,PAN,1989,4.33,15.17
Panama,PAN,1996,4.45,12.84
Panama,PAN,1997,4.16,11.35
Panama,PAN,1998,3.86,12.45
Panama,PAN,1999,3.47,12.34
Panama,PAN,2000,5.01,10.88
Panama,PAN,2001,3.69,11.56
Panama,PAN,2002,5.13,12.62
Papua New Guinea,PNG,2002,1.3,2.1
Paraguay,PRY,2002,4.8,19.7
Peru,PER,2002,7.1,11.6
Philippines,PHL,2002,12.6,46.6
Poland,POL,1959,3.12,14.61
Poland,POL,1960,3.28,17.49
Poland,POL,1961,3.85,18.87
Poland,POL,1962,3.96,20.81
Poland,POL,1963,3.94,23.52
Poland,POL,1964,4.14,26.36
Poland,POL,1965,4.44,27.8
Poland,POL,1966,4.5,30.08
Poland,POL,1967,4.59,31.85
Poland,POL,1968,5.06,34.15
Poland,POL,1969,5.09,34.14
Poland,POL,1970,4.77,35.96
Poland,POL,1971,5.21,39.2
Poland,POL,1972,5.1,39.57
Poland,POL,1973,5.04,42.75
Poland,POL,1974,5.41,43.89
Poland,POL,1975,5.81,45.43
Poland,POL,1976,5.67,48.18
Poland,POL,1977,6.22,48.13
Poland,POL,1978,6.29,50.81
Poland,POL,1979,6.3,52.44
Poland,POL,1980,7.17,55.26
Poland,POL,1981,6.97,57.12
Poland,POL,1982,7.27,57.58
Poland,POL,1983,7.59,61.71
Poland,POL,1984,8.07,63.56
Poland,POL,1985,8.18,65.15
Poland,POL,1986,8.43,66.27
Poland,POL,1987,8.63,66.75
Poland,POL,1988,9.29,68.99
Poland,POL,1989,9.34,69.38
Poland,POL,1990,9.93,71.08
Poland,POL,1991,10.18,72
Poland,POL,1992,9.97,70.32
Poland,POL,1993,10.65,71.98
Poland,POL,1994,10.7,71.3
Poland,POL,1995,11.27,72.2
Poland,POL,1996,11.27,70.35
Poland,POL,1999,11.57,67.69
Poland,POL,2000,12.5,68.06
Poland,POL,2001,12.76,68.63
Poland,POL,2002,13.59,68.73
Portugal,PRT,1955,2.15,7.8
Portugal,PRT,1956,2.78,6.78
Portugal,PRT,1957,2.35,8.14
Portugal,PRT,1958,2,7.58
Portugal,PRT,1959,2.21,8.37
Portugal,PRT,1960,2.18,8.82
Portugal,PRT,1961,2.69,9.04
Portugal,PRT,1962,2.51,9.71
Portugal,PRT,1963,2.49,10.3
Portugal,PRT,1964,2.47,10.29
Portugal,PRT,1965,2.07,10.93
Portugal,PRT,1966,3.11,12.63
Portugal,PRT,1967,2.72,11.16
Portugal,PRT,1968,2.41,13
Portugal,PRT,1969,3.05,13.22
Portugal,PRT,1970,2.95,14.06
Portugal,PRT,1971,3.3,15.1
Portugal,PRT,1972,3.07,14.49
Portugal,PRT,1973,3.12,15.21
Portugal,PRT,1974,3.5,14.73
Portugal,PRT,1975,3.59,16.67
Portugal,PRT,1976,3.43,16.99
Portugal,PRT,1977,3.45,17.06
Portugal,PRT,1978,3.22,19.31
Portugal,PRT,1979,3.54,20.11
Portugal,PRT,1980,3.76,21.2
Portugal,PRT,1981,4.03,20.28
Portugal,PRT,1982,4.3,21.25
Portugal,PRT,1983,3.79,21.76
Portugal,PRT,1984,3.61,22.47
Portugal,PRT,1985,3.91,24.46
Portugal,PRT,1986,4.15,24.56
Portugal,PRT,1987,3.94,25.99
Portugal,PRT,1988,4.09,24.68
Portugal,PRT,1989,4.23,24.17
Portugal,PRT,1990,4.32,26.25
Portugal,PRT,1991,4.64,25.8
Portugal,PRT,1992,4.28,25.78
Portugal,PRT,1993,4.66,29.09
Portugal,PRT,1994,4.52,27.83
Portugal,PRT,1995,4.69,27.8
Portugal,PRT,1996,4.12,29
Portugal,PRT,1997,4.45,28.31
Portugal,PRT,1998,4.64,29.64
Portugal,PRT,1999,4.7,27.54
Portugal,PRT,2000,5.08,28.43
Portugal,PRT,2001,4.42,28.36
Portugal,PRT,2002,5.35,28.87
Puerto Rico,PRI,2002,7.1,19.1
Qatar,QAT,2002,4.2,18.5
Romania,ROU,1959,4.5,18.21
Romania,ROU,1960,4.73,19.19
Romania,ROU,1961,5.7,23.51
Romania,ROU,1962,5.43,24.56
Romania,ROU,1963,5.62,25.47
Romania,ROU,1964,5.67,26.21
Romania,ROU,1965,5.2,27.34
Romania,ROU,1966,5.17,26.72
Romania,ROU,1967,5.24,24.93
Romania,ROU,1968,5.1,25.43
Romania,ROU,1969,5.52,27.46
Romania,ROU,1970,5.54,27.3
Romania,ROU,1971,5.31,28.37
Romania,ROU,1972,5.46,28.38
Romania,ROU,1973,5.43,28.56
Romania,ROU,1974,5.43,29.13
Romania,ROU,1975,5.5,29.72
Romania,ROU,1976,5.81,30.97
Romania,ROU,1977,5.77,30.98
Romania,ROU,1978,5.85,32.08
Romania,ROU,1980,6.56,33.15
Romania,ROU,1981,5.92,32.51
Romania,ROU,1982,5.77,32.95
Romania,ROU,1983,5.89,33.28
Romania,ROU,1984,5.79,34.13
Romania,ROU,1985,5.92,35.72
Romania,ROU,1986,6.09,37.79
Romania,ROU,1987,6.14,37.78
Romania,ROU,1988,6.13,39.62
Romania,ROU,1989,6.35,38.8
Romania,ROU,1990,6.59,38.27
Romania,ROU,1991,6.38,39.72
Romania,ROU,1992,6.25,42.28
Romania,ROU,1993,7.3,43.02
Romania,ROU,1994,7.08,44.6
Romania,ROU,1995,7.25,45.17
Romania,ROU,1996,7.21,44.39
Romania,ROU,1997,7.48,45.05
Romania,ROU,1998,7.56,45.59
Romania,ROU,1999,7.48,44.13
Romania,ROU,2000,7.92,46.87
Romania,ROU,2001,7.93,47.26
Romania,ROU,2002,7.81,47.02
Russia,RUS,1980,6.53,59.61
Russia,RUS,1981,6.48,60.52
Russia,RUS,1982,6.55,62.24
Russia,RUS,1983,6.87,64.17
Russia,RUS,1984,6.79,64.85
Russia,RUS,1985,6.89,66.26
Russia,RUS,1986,7.09,68.48
Russia,RUS,1987,7.2,69.37
Russia,RUS,1988,7.34,71.39
Russia,RUS,1989,7.35,72.31
Russia,RUS,1990,7.37,72.73
Russia,RUS,1991,7.2,73.02
Russia,RUS,1992,7.31,73.21
Russia,RUS,1993,7.32,73.88
Russia,RUS,1994,7.21,72.27
Russia,RUS,1995,6.75,68.58
Russia,RUS,1996,6.41,64.72
Russia,RUS,1997,6.46,63.97
Russia,RUS,1998,6.23,62.79
Russia,RUS,1999,5.98,61.75
Russia,RUS,2000,5.91,60.44
Russia,RUS,2001,5.91,57.57
Russia,RUS,2002,5.77,56.75
Rwanda,RWA,2002,0.9,1.7
Samoa,WSM,2002,0.9,16
Saudi Arabia,SAU,2002,2.6,9.6
Senegal,SEN,2002,0.1,1.4
Serbia and Montenegro,OWID_SRM,2002,11,47.9
Sierra Leone,SLE,2002,0.6,2.4
Singapore,SGP,1963,11.25,32.4
Singapore,SGP,1964,9.21,29.76
Singapore,SGP,1965,10.69,30.84
Singapore,SGP,1966,12.83,29.98
Singapore,SGP,1967,11.91,31.4
Singapore,SGP,1968,12.77,31.88
Singapore,SGP,1969,10.16,30.45
Singapore,SGP,1970,10.97,36.45
Singapore,SGP,1971,13.39,39.2
Singapore,SGP,1972,12.16,42.78
Singapore,SGP,1973,12.88,37.62
Singapore,SGP,1974,16.2,43.76
Singapore,SGP,1975,12.8,44.32
Singapore,SGP,1976,14.98,49.2
Singapore,SGP,1977,16.76,50.87
Singapore,SGP,1978,17.96,49.61
Singapore,SGP,1979,15.47,60.07
Singapore,SGP,1980,17.37,55.16
Singapore,SGP,1981,18.15,55.89
Singapore,SGP,1982,17.29,51.17
Singapore,SGP,1983,17.63,55.28
Singapore,SGP,1984,17.54,51.12
Singapore,SGP,1985,18.09,50.42
Singapore,SGP,1986,18.5,46.22
Singapore,SGP,1987,17.78,54.99
Singapore,SGP,1988,16.57,43.41
Singapore,SGP,1989,18.51,53.68
Singapore,SGP,1990,15.22,46.73
Singapore,SGP,1991,14.53,48.11
Singapore,SGP,1992,14.52,45.74
Singapore,SGP,1993,16.49,40
Singapore,SGP,1994,14.69,40.46
Singapore,SGP,1995,14.23,40.14
Singapore,SGP,1996,13.68,39.06
Singapore,SGP,1997,14.3,37
Singapore,SGP,1998,14.72,37.83
Singapore,SGP,1999,11.51,37.45
Singapore,SGP,2000,10.63,33.04
Singapore,SGP,2001,12.78,30.77
Singapore,SGP,2002,11.5,30.49
Slovakia,SVK,1992,7.73,65.78
Slovakia,SVK,1993,7.43,65.89
Slovakia,SVK,1994,7.32,62.24
Slovakia,SVK,1995,6.76,66.18
Slovakia,SVK,1996,6.59,62.02
Slovakia,SVK,1997,7.46,61.21
Slovakia,SVK,1998,7.32,62.82
Slovakia,SVK,1999,7.88,59.62
Slovakia,SVK,2000,8.07,61.17
Slovakia,SVK,2001,7.26,56.42
Slovakia,SVK,2002,7.34,52.55
Slovenia,SVN,1985,7.25,58.38
Slovenia,SVN,1986,8.27,57.37
Slovenia,SVN,1987,6.64,56.87
Slovenia,SVN,1988,7.57,60.47
Slovenia,SVN,1989,8.7,57.56
Slovenia,SVN,1990,8.63,63.79
Slovenia,SVN,1991,8.32,58.48
Slovenia,SVN,1992,8.63,60.82
Slovenia,SVN,1993,9.61,63.3
Slovenia,SVN,1994,8.61,61.21
Slovenia,SVN,1995,9.93,62.91
Slovenia,SVN,1996,9.11,58.8
Slovenia,SVN,1997,9.78,55.54
Slovenia,SVN,1998,9.24,55.97
Slovenia,SVN,1999,11.34,54.47
Slovenia,SVN,2000,10.5,52.27
Slovenia,SVN,2001,11.12,51.07
Slovenia,SVN,2002,11.83,48.75
Solomon Islands,SLB,2002,5.2,14.8
Somalia,SOM,2002,2.1,3.5
South Africa,ZAF,1993,8.19,28.35
South Africa,ZAF,1994,8.83,30.58
South Africa,ZAF,1995,8.11,27.72
South Africa,ZAF,1996,8.66,28.25
South Africa,ZAF,1997,8.01,26.49
South Africa,ZAF,1998,8.33,27.15
South Africa,ZAF,1999,7.87,27.93
South Africa,ZAF,2000,7.61,25.25
South Africa,ZAF,2001,7.62,25.75
South Africa,ZAF,2002,7.09,24.88
South Korea,KOR,1985,4.5,17.16
South Korea,KOR,1986,4.87,19.21
South Korea,KOR,1987,5,20.39
South Korea,KOR,1988,5.65,22.85
South Korea,KOR,1989,5.93,25.23
South Korea,KOR,1990,6.48,26.51
South Korea,KOR,1991,6.47,28.68
South Korea,KOR,1992,8.09,32.76
South Korea,KOR,1993,8.6,34.74
South Korea,KOR,1994,9.2,37.84
South Korea,KOR,1995,9.28,37.72
South Korea,KOR,1996,9.44,37.36
South Korea,KOR,1997,9.87,38.31
South Korea,KOR,1998,9.09,37.06
South Korea,KOR,1999,9.5,38.46
South Korea,KOR,2000,10.17,40.93
South Korea,KOR,2001,10.08,40.7
South Korea,KOR,2002,10.37,40.27
Spain,ESP,1951,2.22,7.16
Spain,ESP,1952,2.35,9.11
Spain,ESP,1953,2.33,9.18
Spain,ESP,1954,2.76,10.51
Spain,ESP,1955,2.75,12.11
Spain,ESP,1956,3.12,13.01
Spain,ESP,1957,3.51,13.43
Spain,ESP,1958,3.24,13.67
Spain,ESP,1959,3.3,14
Spain,ESP,1960,3.91,16.64
Spain,ESP,1961,3.47,17.08
Spain,ESP,1962,3.66,18.55
Spain,ESP,1963,3.71,18.38
Spain,ESP,1964,3.55,18.74
Spain,ESP,1965,3.71,19.56
Spain,ESP,1966,3.84,20.25
Spain,ESP,1967,4.15,20.67
Spain,ESP,1968,3.98,21.94
Spain,ESP,1969,3.88,21.72
Spain,ESP,1970,4.09,22.24
Spain,ESP,1971,4.09,23.26
Spain,ESP,1972,3.9,23.97
Spain,ESP,1973,3.97,24.94
Spain,ESP,1974,4.06,26.22
Spain,ESP,1975,4,28.71
Spain,ESP,1976,3.63,28.75
Spain,ESP,1977,4.01,30.17
Spain,ESP,1978,3.85,31.97
Spain,ESP,1979,3.82,33.34
Spain,ESP,1980,3.84,33.25
Spain,ESP,1981,3.79,35.64
Spain,ESP,1982,3.63,36.31
Spain,ESP,1983,3.85,37.27
Spain,ESP,1984,3.42,39.37
Spain,ESP,1985,3.62,39.89
Spain,ESP,1986,3.57,40.27
Spain,ESP,1987,3.68,42.56
Spain,ESP,1988,3.42,44.56
Spain,ESP,1989,3.42,45.31
Spain,ESP,1990,3.46,45.6
Spain,ESP,1991,3.71,46.22
Spain,ESP,1992,3.63,47.15
Spain,ESP,1993,3.63,47.81
Spain,ESP,1994,3.8,48.17
Spain,ESP,1995,3.93,48.63
Spain,ESP,1996,3.91,47
Spain,ESP,1997,4.17,46.69
Spain,ESP,1998,4.3,47.44
Spain,ESP,1999,4.36,47.45
Spain,ESP,2000,4.65,46.01
Spain,ESP,2001,4.77,46.67
Spain,ESP,2002,5.08,45.1
Sri Lanka,LKA,2002,1.6,9.1
Sudan,SDN,2002,0.8,0.9
Suriname,SUR,1963,4.07,
Suriname,SUR,1964,1.65,
Suriname,SUR,1965,2.96,
Suriname,SUR,1966,2.96,
Suriname,SUR,1971,6.14,
Suriname,SUR,1972,4.62,
Suriname,SUR,1973,2.12,
Suriname,SUR,1975,0.95,
Suriname,SUR,1976,3.22,
Suriname,SUR,1977,2.92,
Suriname,SUR,1978,0.89,
Suriname,SUR,1979,3.2,
Suriname,SUR,1980,1.07,
Suriname,SUR,1981,4.7,
Suriname,SUR,1982,4.7,
Suriname,SUR,1984,2.67,
Suriname,SUR,1985,6.11,
Suriname,SUR,1986,0.62,
Suriname,SUR,1987,3.04,
Suriname,SUR,1988,2.39,
Suriname,SUR,1989,4.87,
Suriname,SUR,1990,6.3,
Suriname,SUR,1991,4.11,
Suriname,SUR,1992,5.56,
Suriname,SUR,1995,3.22,
Suriname,SUR,1996,0.8,
Suriname,SUR,1997,3.35,
Suriname,SUR,1998,6.07,
Suriname,SUR,1999,2.17,
Suriname,SUR,2000,4.9,
Suriname,SUR,2002,7.4,13.2
Sweden,SWE,1951,3.64,9
Sweden,SWE,1952,4.05,8.67
Sweden,SWE,1953,3.58,9.94
Sweden,SWE,1954,3.71,10.25
Sweden,SWE,1955,3.37,11.04
Sweden,SWE,1956,3.73,11.02
Sweden,SWE,1957,3.93,11.84
Sweden,SWE,1958,4.11,13.44
Sweden,SWE,1959,4.05,13.5
Sweden,SWE,1960,3.49,14.25
Sweden,SWE,1961,3.96,15.2
Sweden,SWE,1962,3.85,15.75
Sweden,SWE,1963,3.95,15.18
Sweden,SWE,1964,3.58,16.73
Sweden,SWE,1965,4.08,17
Sweden,SWE,1966,3.89,17.37
Sweden,SWE,1967,4.92,18.3
Sweden,SWE,1968,4.43,18.19
Sweden,SWE,1969,4.57,19.84
Sweden,SWE,1970,4.79,19.73
Sweden,SWE,1971,5.14,21.67
Sweden,SWE,1972,5.1,22.49
Sweden,SWE,1973,5.62,22.65
Sweden,SWE,1974,5.95,23.51
Sweden,SWE,1975,6.06,23.86
Sweden,SWE,1976,5.89,24.18
Sweden,SWE,1977,6.29,26.02
Sweden,SWE,1978,6.62,25.21
Sweden,SWE,1979,6.62,26.12
Sweden,SWE,1980,7.33,24.52
Sweden,SWE,1981,8.01,23.63
Sweden,SWE,1982,7.74,23.54
Sweden,SWE,1983,7.78,23.57
Sweden,SWE,1984,8.22,24.4
Sweden,SWE,1985,8.09,24.42
Sweden,SWE,1986,8.91,22.63
Sweden,SWE,1987,9.42,23.61
Sweden,SWE,1988,9.85,23.87
Sweden,SWE,1989,9.88,22.56
Sweden,SWE,1990,9.74,23.65
Sweden,SWE,1991,10.94,24.14
Sweden,SWE,1992,11.15,23.46
Sweden,SWE,1993,10.49,22.3
Sweden,SWE,1994,11.09,22.96
Sweden,SWE,1995,12.18,22.4
Sweden,SWE,1996,12.81,21.5
Sweden,SWE,1997,12.34,22.23
Sweden,SWE,1998,12.29,21.16
