Scenario,Area,Year,Age,Education,Population
SSP1,World,1960,95--99,No Education,84.3
SSP1,World,1965,95--99,No Education,85.1
SSP1,World,1970,95--99,No Education,103.4
SSP1,World,1975,95--99,No Education,113.7
SSP1,World,1980,95--99,No Education,144
SSP1,World,1985,95--99,No Education,183.4
SSP1,World,1990,95--99,No Education,222.2
SSP1,World,1995,95--99,No Education,285.5
SSP1,World,2000,95--99,No Education,377.2
SSP1,World,2005,95--99,No Education,487.5
SSP1,World,2010,95--99,No Education,632.1
SSP1,World,2015,95--99,No Education,800.4
SSP1,World,2020,95--99,No Education,1002.1
SSP1,World,2025,95--99,No Education,1215.8
SSP1,World,2030,95--99,No Education,1426.4
SSP1,World,2035,95--99,No Education,1563.6
SSP1,World,2040,95--99,No Education,1638.6
SSP1,World,2045,95--99,No Education,1904.1
SSP1,World,2050,95--99,No Education,2357.3
SSP1,World,2055,95--99,No Education,2727.6
SSP1,World,2060,95--99,No Education,3334.7
SSP1,World,2065,95--99,No Education,3979.2
SSP1,World,2070,95--99,No Education,4524
SSP1,World,2075,95--99,No Education,5153.7
SSP1,World,2080,95--99,No Education,5680
SSP1,World,2085,95--99,No Education,5719.2
SSP1,World,2090,95--99,No Education,4778.7
SSP1,World,2095,95--99,No Education,3894.5
SSP1,World,2100,95--99,No Education,2154.3
SSP1,World,1950,100+,No Education,24.2
SSP1,World,1955,100+,No Education,15.4
SSP1,World,1960,100+,No Education,12.2
SSP1,World,1965,100+,No Education,11.3
SSP1,World,1970,100+,No Education,11.7
SSP1,World,1975,100+,No Education,14.1
SSP1,World,1980,100+,No Education,16.7
SSP1,World,1985,100+,No Education,21
SSP1,World,1990,100+,No Education,28.6
SSP1,World,1995,100+,No Education,34.7
SSP1,World,2000,100+,No Education,46.6
SSP1,World,2005,100+,No Education,65.3
SSP1,World,2010,100+,No Education,90.1
SSP1,World,2015,100+,No Education,130.7
SSP1,World,2020,100+,No Education,180.1
SSP1,World,2025,100+,No Education,241.5
SSP1,World,2030,100+,No Education,312.9
SSP1,World,2035,100+,No Education,390.2
SSP1,World,2040,100+,No Education,457.8
SSP1,World,2045,100+,No Education,514.8
SSP1,World,2050,100+,No Education,626
SSP1,World,2055,100+,No Education,800.3
SSP1,World,2060,100+,No Education,988.4
SSP1,World,2065,100+,No Education,1260.4
SSP1,World,2070,100+,No Education,1602.9
SSP1,World,2075,100+,No Education,1928.7
SSP1,World,2080,100+,No Education,2302.3
SSP1,World,2085,100+,No Education,2665.3
SSP1,World,2090,100+,No Education,2914.2
SSP1,World,2095,100+,No Education,2720.3
SSP1,World,2100,100+,No Education,2376.4
SSP1,World,1950,All,Incomplete Primary,197922.1
SSP1,World,1955,All,Incomplete Primary,213558
SSP1,World,1960,All,Incomplete Primary,226968.6
SSP1,World,1965,All,Incomplete Primary,242527.4
SSP1,World,1970,All,Incomplete Primary,263625.2
SSP1,World,1975,All,Incomplete Primary,282021
SSP1,World,1980,All,Incomplete Primary,298745
SSP1,World,1985,All,Incomplete Primary,314944.6
SSP1,World,1990,All,Incomplete Primary,327654.7
SSP1,World,1995,All,Incomplete Primary,339660.9
SSP1,World,2000,All,Incomplete Primary,350202.8
SSP1,World,2005,All,Incomplete Primary,359023.6
SSP1,World,2010,All,Incomplete Primary,367221.1
SSP1,World,2015,All,Incomplete Primary,363627.8
SSP1,World,2020,All,Incomplete Primary,319645.7
SSP1,World,2025,All,Incomplete Primary,277087.2
SSP1,World,2030,All,Incomplete Primary,250996.1
SSP1,World,2035,All,Incomplete Primary,224858.1
SSP1,World,2040,All,Incomplete Primary,198900.7
SSP1,World,2045,All,Incomplete Primary,173324.1
SSP1,World,2050,All,Incomplete Primary,148416.1
SSP1,World,2055,All,Incomplete Primary,124396.8
SSP1,World,2060,All,Incomplete Primary,101551.1
SSP1,World,2065,All,Incomplete Primary,80238.1
SSP1,World,2070,All,Incomplete Primary,60875.4
SSP1,World,2075,All,Incomplete Primary,43923.6
SSP1,World,2080,All,Incomplete Primary,29811.3
SSP1,World,2085,All,Incomplete Primary,18791.7
SSP1,World,2090,All,Incomplete Primary,10848.3
SSP1,World,2095,All,Incomplete Primary,5651.3
SSP1,World,2100,All,Incomplete Primary,2631
SSP1,World,1950,0--4,Incomplete Primary,0
SSP1,World,1955,0--4,Incomplete Primary,0
SSP1,World,1960,0--4,Incomplete Primary,0
SSP1,World,1965,0--4,Incomplete Primary,0
SSP1,World,1970,0--4,Incomplete Primary,0
SSP1,World,1975,0--4,Incomplete Primary,0
SSP1,World,1980,0--4,Incomplete Primary,0
SSP1,World,1985,0--4,Incomplete Primary,0
SSP1,World,1990,0--4,Incomplete Primary,0
SSP1,World,1995,0--4,Incomplete Primary,0
SSP1,World,2000,0--4,Incomplete Primary,0
SSP1,World,2005,0--4,Incomplete Primary,0
SSP1,World,2010,0--4,Incomplete Primary,0
SSP1,World,2015,0--4,Incomplete Primary,0
SSP1,World,2020,0--4,Incomplete Primary,0
SSP1,World,2025,0--4,Incomplete Primary,0
SSP1,World,2030,0--4,Incomplete Primary,0
SSP1,World,2035,0--4,Incomplete Primary,0
SSP1,World,2040,0--4,Incomplete Primary,0
SSP1,World,2045,0--4,Incomplete Primary,0
SSP1,World,2050,0--4,Incomplete Primary,0
SSP1,World,2055,0--4,Incomplete Primary,0
SSP1,World,2060,0--4,Incomplete Primary,0
SSP1,World,2065,0--4,Incomplete Primary,0
SSP1,World,2070,0--4,Incomplete Primary,0
SSP1,World,2075,0--4,Incomplete Primary,0
SSP1,World,2080,0--4,Incomplete Primary,0
SSP1,World,2085,0--4,Incomplete Primary,0
SSP1,World,2090,0--4,Incomplete Primary,0
SSP1,World,2095,0--4,Incomplete Primary,0
SSP1,World,2100,0--4,Incomplete Primary,0
SSP1,World,1950,5--9,Incomplete Primary,0
SSP1,World,1955,5--9,Incomplete Primary,0
SSP1,World,1960,5--9,Incomplete Primary,0
SSP1,World,1965,5--9,Incomplete Primary,0
SSP1,World,1970,5--9,Incomplete Primary,0
SSP1,World,1975,5--9,Incomplete Primary,0
SSP1,World,1980,5--9,Incomplete Primary,0
SSP1,World,1985,5--9,Incomplete Primary,0
SSP1,World,1990,5--9,Incomplete Primary,0
SSP1,World,1995,5--9,Incomplete Primary,0
SSP1,World,2000,5--9,Incomplete Primary,0
SSP1,World,2005,5--9,Incomplete Primary,0
SSP1,World,2010,5--9,Incomplete Primary,0
SSP1,World,2015,5--9,Incomplete Primary,0
SSP1,World,2020,5--9,Incomplete Primary,0
SSP1,World,2025,5--9,Incomplete Primary,0
SSP1,World,2030,5--9,Incomplete Primary,0
SSP1,World,2035,5--9,Incomplete Primary,0
SSP1,World,2040,5--9,Incomplete Primary,0
SSP1,World,2045,5--9,Incomplete Primary,0
SSP1,World,2050,5--9,Incomplete Primary,0
SSP1,World,2055,5--9,Incomplete Primary,0
SSP1,World,2060,5--9,Incomplete Primary,0
SSP1,World,2065,5--9,Incomplete Primary,0
SSP1,World,2070,5--9,Incomplete Primary,0
SSP1,World,2075,5--9,Incomplete Primary,0
SSP1,World,2080,5--9,Incomplete Primary,0
SSP1,World,2085,5--9,Incomplete Primary,0
SSP1,World,2090,5--9,Incomplete Primary,0
SSP1,World,2095,5--9,Incomplete Primary,0
SSP1,World,2100,5--9,Incomplete Primary,0
SSP1,World,1950,10--14,Incomplete Primary,0
SSP1,World,1955,10--14,Incomplete Primary,0
SSP1,World,1960,10--14,Incomplete Primary,0
SSP1,World,1965,10--14,Incomplete Primary,0
SSP1,World,1970,10--14,Incomplete Primary,0
SSP1,World,1975,10--14,Incomplete Primary,0
SSP1,World,1980,10--14,Incomplete Primary,0
SSP1,World,1985,10--14,Incomplete Primary,0
SSP1,World,1990,10--14,Incomplete Primary,0
SSP1,World,1995,10--14,Incomplete Primary,0
SSP1,World,2000,10--14,Incomplete Primary,0
SSP1,World,2005,10--14,Incomplete Primary,0
SSP1,World,2010,10--14,Incomplete Primary,0
SSP1,World,2015,10--14,Incomplete Primary,0
SSP1,World,2020,10--14,Incomplete Primary,0
SSP1,World,2025,10--14,Incomplete Primary,0
SSP1,World,2030,10--14,Incomplete Primary,0
SSP1,World,2035,10--14,Incomplete Primary,0
SSP1,World,2040,10--14,Incomplete Primary,0
SSP1,World,2045,10--14,Incomplete Primary,0
SSP1,World,2050,10--14,Incomplete Primary,0
SSP1,World,2055,10--14,Incomplete Primary,0
SSP1,World,2060,10--14,Incomplete Primary,0
SSP1,World,2065,10--14,Incomplete Primary,0
SSP1,World,2070,10--14,Incomplete Primary,0
SSP1,World,2075,10--14,Incomplete Primary,0
SSP1,World,2080,10--14,Incomplete Primary,0
SSP1,World,2085,10--14,Incomplete Primary,0
SSP1,World,2090,10--14,Incomplete Primary,0
SSP1,World,2095,10--14,Incomplete Primary,0
SSP1,World,2100,10--14,Incomplete Primary,0
SSP1,World,1950,15--19,Incomplete Primary,30869.4
SSP1,World,1955,15--19,Incomplete Primary,29659.4
SSP1,World,1960,15--19,Incomplete Primary,28575.9
SSP1,World,1965,15--19,Incomplete Primary,31492.9
SSP1,World,1970,15--19,Incomplete Primary,36914.9
SSP1,World,1975,15--19,Incomplete Primary,34790
SSP1,World,1980,15--19,Incomplete Primary,33921.9
SSP1,World,1985,15--19,Incomplete Primary,34674.5
SSP1,World,1990,15--19,Incomplete Primary,34747.7
SSP1,World,1995,15--19,Incomplete Primary,34643.6
SSP1,World,2000,15--19,Incomplete Primary,34754.3
SSP1,World,2005,15--19,Incomplete Primary,36145.8
SSP1,World,2010,15--19,Incomplete Primary,37321.2
SSP1,World,2015,15--19,Incomplete Primary,33661.1
SSP1,World,2020,15--19,Incomplete Primary,15506.7
SSP1,World,2025,15--19,Incomplete Primary,808.3
SSP1,World,2030,15--19,Incomplete Primary,169.7
SSP1,World,2035,15--19,Incomplete Primary,11.8
SSP1,World,2040,15--19,Incomplete Primary,5.2
SSP1,World,2045,15--19,Incomplete Primary,0.4
SSP1,World,2050,15--19,Incomplete Primary,0.4
SSP1,World,2055,15--19,Incomplete Primary,0.4
SSP1,World,2060,15--19,Incomplete Primary,0.4
SSP1,World,2065,15--19,Incomplete Primary,0.4
SSP1,World,2070,15--19,Incomplete Primary,0.4
SSP1,World,2075,15--19,Incomplete Primary,0.4
SSP1,World,2080,15--19,Incomplete Primary,0.4
SSP1,World,2085,15--19,Incomplete Primary,0.4
SSP1,World,2090,15--19,Incomplete Primary,0.4
SSP1,World,2095,15--19,Incomplete Primary,0.4
SSP1,World,2100,15--19,Incomplete Primary,0
SSP1,World,1950,20--24,Incomplete Primary,28848.4
SSP1,World,1955,20--24,Incomplete Primary,29961.8
SSP1,World,1960,20--24,Incomplete Primary,28864.7
SSP1,World,1965,20--24,Incomplete Primary,27761.2
SSP1,World,1970,20--24,Incomplete Primary,30759.1
SSP1,World,1975,20--24,Incomplete Primary,36109.7
SSP1,World,1980,20--24,Incomplete Primary,34155.3
SSP1,World,1985,20--24,Incomplete Primary,33373.2
SSP1,World,1990,20--24,Incomplete Primary,34070.2
SSP1,World,1995,20--24,Incomplete Primary,33972.5
SSP1,World,2000,20--24,Incomplete Primary,33893.4
SSP1,World,2005,20--24,Incomplete Primary,33153.3
SSP1,World,2010,20--24,Incomplete Primary,33357.1
SSP1,World,2015,20--24,Incomplete Primary,30948.9
SSP1,World,2020,20--24,Incomplete Primary,14868.8
SSP1,World,2025,20--24,Incomplete Primary,2639.2
SSP1,World,2030,20--24,Incomplete Primary,802.4
SSP1,World,2035,20--24,Incomplete Primary,168.5
SSP1,World,2040,20--24,Incomplete Primary,11.7
SSP1,World,2045,20--24,Incomplete Primary,5.2
SSP1,World,2050,20--24,Incomplete Primary,0.4
SSP1,World,2055,20--24,Incomplete Primary,0.4
SSP1,World,2060,20--24,Incomplete Primary,0.4
SSP1,World,2065,20--24,Incomplete Primary,0.4
SSP1,World,2070,20--24,Incomplete Primary,0.4
SSP1,World,2075,20--24,Incomplete Primary,0.4
SSP1,World,2080,20--24,Incomplete Primary,0.4
SSP1,World,2085,20--24,Incomplete Primary,0.4
SSP1,World,2090,20--24,Incomplete Primary,0.4
SSP1,World,2095,20--24,Incomplete Primary,0.4
SSP1,World,2100,20--24,Incomplete Primary,0
SSP1,World,1950,25--29,Incomplete Primary,24812.4
SSP1,World,1955,25--29,Incomplete Primary,27862.5
SSP1,World,1960,25--29,Incomplete Primary,29031.7
SSP1,World,1965,25--29,Incomplete Primary,27975.3
SSP1,World,1970,25--29,Incomplete Primary,26984.7
SSP1,World,1975,25--29,Incomplete Primary,30060.6
SSP1,World,1980,25--29,Incomplete Primary,35373.3
SSP1,World,1985,25--29,Incomplete Primary,33569
SSP1,World,1990,25--29,Incomplete Primary,32769.8
SSP1,World,1995,25--29,Incomplete Primary,33394.7
SSP1,World,2000,25--29,Incomplete Primary,33294.1
SSP1,World,2005,25--29,Incomplete Primary,32901.1
SSP1,World,2010,25--29,Incomplete Primary,31876.9
SSP1,World,2015,25--29,Incomplete Primary,30759
SSP1,World,2020,25--29,Incomplete Primary,20233
SSP1,World,2025,25--29,Incomplete Primary,10553.4
SSP1,World,2030,25--29,Incomplete Primary,2612.4
SSP1,World,2035,25--29,Incomplete Primary,795.5
SSP1,World,2040,25--29,Incomplete Primary,167
SSP1,World,2045,25--29,Incomplete Primary,11.6
SSP1,World,2050,25--29,Incomplete Primary,5.1
SSP1,World,2055,25--29,Incomplete Primary,0.4
SSP1,World,2060,25--29,Incomplete Primary,0.4
SSP1,World,2065,25--29,Incomplete Primary,0.4
SSP1,World,2070,25--29,Incomplete Primary,0.4
SSP1,World,2075,25--29,Incomplete Primary,0.4
SSP1,World,2080,25--29,Incomplete Primary,0.4
SSP1,World,2085,25--29,Incomplete Primary,0.4
SSP1,World,2090,25--29,Incomplete Primary,0.4
SSP1,World,2095,25--29,Incomplete Primary,0.4
SSP1,World,2100,25--29,Incomplete Primary,0
SSP1,World,1950,30--34,Incomplete Primary,20727
SSP1,World,1955,30--34,Incomplete Primary,23917.7
SSP1,World,1960,30--34,Incomplete Primary,26877.3
SSP1,World,1965,30--34,Incomplete Primary,28075.9
SSP1,World,1970,30--34,Incomplete Primary,27178.1
SSP1,World,1975,30--34,Incomplete Primary,26392.2
SSP1,World,1980,30--34,Incomplete Primary,29408.9
SSP1,World,1985,30--34,Incomplete Primary,34756.3
SSP1,World,1990,30--34,Incomplete Primary,32940.2
SSP1,World,1995,30--34,Incomplete Primary,32107.5
SSP1,World,2000,30--34,Incomplete Primary,32682.5
SSP1,World,2005,30--34,Incomplete Primary,32357.5
SSP1,World,2010,30--34,Incomplete Primary,31958.9
SSP1,World,2015,30--34,Incomplete Primary,29997.7
SSP1,World,2020,30--34,Incomplete Primary,26204.3
SSP1,World,2025,30--34,Incomplete Primary,19888.9
SSP1,World,2030,30--34,Incomplete Primary,10394.3
SSP1,World,2035,30--34,Incomplete Primary,2576.2
SSP1,World,2040,30--34,Incomplete Primary,786.7
SSP1,World,2045,30--34,Incomplete Primary,165
SSP1,World,2050,30--34,Incomplete Primary,11.4
SSP1,World,2055,30--34,Incomplete Primary,5
SSP1,World,2060,30--34,Incomplete Primary,0.4
SSP1,World,2065,30--34,Incomplete Primary,0.4
SSP1,World,2070,30--34,Incomplete Primary,0.4
SSP1,World,2075,30--34,Incomplete Primary,0.4
SSP1,World,2080,30--34,Incomplete Primary,0.4
SSP1,World,2085,30--34,Incomplete Primary,0.4
SSP1,World,2090,30--34,Incomplete Primary,0.4
SSP1,World,2095,30--34,Incomplete Primary,0.4
SSP1,World,2100,30--34,Incomplete Primary,0
SSP1,World,1950,35--39,Incomplete Primary,19295.3
SSP1,World,1955,35--39,Incomplete Primary,19931.5
SSP1,World,1960,35--39,Incomplete Primary,23047.4
SSP1,World,1965,35--39,Incomplete Primary,25934.5
SSP1,World,1970,35--39,Incomplete Primary,27246.5
SSP1,World,1975,35--39,Incomplete Primary,26581.1
SSP1,World,1980,35--39,Incomplete Primary,25796.8
SSP1,World,1985,35--39,Incomplete Primary,28847.9
SSP1,World,1990,35--39,Incomplete Primary,34078.9
SSP1,World,1995,35--39,Incomplete Primary,32217.6
SSP1,World,2000,35--39,Incomplete Primary,31364.2
SSP1,World,2005,35--39,Incomplete Primary,31810.6
SSP1,World,2010,35--39,Incomplete Primary,31776.2
SSP1,World,2015,35--39,Incomplete Primary,31056.5
SSP1,World,2020,35--39,Incomplete Primary,29507
SSP1,World,2025,35--39,Incomplete Primary,25807.9
SSP1,World,2030,35--39,Incomplete Primary,19607.8
SSP1,World,2035,35--39,Incomplete Primary,10256.6
SSP1,World,2040,35--39,Incomplete Primary,2544.3
SSP1,World,2045,35--39,Incomplete Primary,777.3
SSP1,World,2050,35--39,Incomplete Primary,163.3
SSP1,World,2055,35--39,Incomplete Primary,11.3
SSP1,World,2060,35--39,Incomplete Primary,5
SSP1,World,2065,35--39,Incomplete Primary,0.4
SSP1,World,2070,35--39,Incomplete Primary,0.4
SSP1,World,2075,35--39,Incomplete Primary,0.4
SSP1,World,2080,35--39,Incomplete Primary,0.4
SSP1,World,2085,35--39,Incomplete Primary,0.4
SSP1,World,2090,35--39,Incomplete Primary,0.4
SSP1,World,2095,35--39,Incomplete Primary,0.4
SSP1,World,2100,35--39,Incomplete Primary,0.4
SSP1,World,1950,40--44,Incomplete Primary,16694.4
SSP1,World,1955,40--44,Incomplete Primary,18460.8
SSP1,World,1960,40--44,Incomplete Primary,19066.3
SSP1,World,1965,40--44,Incomplete Primary,22139.9
SSP1,World,1970,40--44,Incomplete Primary,25111.3
SSP1,World,1975,40--44,Incomplete Primary,26546.8
SSP1,World,1980,40--44,Incomplete Primary,25943.1
SSP1,World,1985,40--44,Incomplete Primary,25200.6
SSP1,World,1990,40--44,Incomplete Primary,28189.3
SSP1,World,1995,40--44,Incomplete Primary,33264.1
SSP1,World,2000,40--44,Incomplete Primary,31346
SSP1,World,2005,40--44,Incomplete Primary,30426.2
SSP1,World,2010,40--44,Incomplete Primary,31089.6
SSP1,World,2015,40--44,Incomplete Primary,30855.9
SSP1,World,2020,40--44,Incomplete Primary,30473.8
SSP1,World,2025,40--44,Incomplete Primary,28959.9
SSP1,World,2030,40--44,Incomplete Primary,25363.6
SSP1,World,2035,40--44,Incomplete Primary,19292.7
SSP1,World,2040,40--44,Incomplete Primary,10101.8
SSP1,World,2045,40--44,Incomplete Primary,2508.7
SSP1,World,2050,40--44,Incomplete Primary,766.9
SSP1,World,2055,40--44,Incomplete Primary,161.3
SSP1,World,2060,40--44,Incomplete Primary,11.3
SSP1,World,2065,40--44,Incomplete Primary,4.9
SSP1,World,2070,40--44,Incomplete Primary,0.4
SSP1,World,2075,40--44,Incomplete Primary,0.4
SSP1,World,2080,40--44,Incomplete Primary,0.4
SSP1,World,2085,40--44,Incomplete Primary,0.4
SSP1,World,2090,40--44,Incomplete Primary,0.4
SSP1,World,2095,40--44,Incomplete Primary,0.4
SSP1,World,2100,40--44,Incomplete Primary,0.4
SSP1,World,1950,45--49,Incomplete Primary,13938.7
SSP1,World,1955,45--49,Incomplete Primary,15778.2
SSP1,World,1960,45--49,Incomplete Primary,17398.8
SSP1,World,1965,45--49,Incomplete Primary,18116
SSP1,World,1970,45--49,Incomplete Primary,21237.9
SSP1,World,1975,45--49,Incomplete Primary,24263.2
SSP1,World,1980,45--49,Incomplete Primary,25736
SSP1,World,1985,45--49,Incomplete Primary,25176
SSP1,World,1990,45--49,Incomplete Primary,24460.8
SSP1,World,1995,45--49,Incomplete Primary,27333.7
SSP1,World,2000,45--49,Incomplete Primary,32281.7
SSP1,World,2005,45--49,Incomplete Primary,30247.9
SSP1,World,2010,45--49,Incomplete Primary,29549.6
SSP1,World,2015,45--49,Incomplete Primary,30094.5
SSP1,World,2020,45--49,Incomplete Primary,30148.4
SSP1,World,2025,45--49,Incomplete Primary,29797.5
SSP1,World,2030,45--49,Incomplete Primary,28327.9
SSP1,World,2035,45--49,Incomplete Primary,24850.4
SSP1,World,2040,45--49,Incomplete Primary,18927.8
SSP1,World,2045,45--49,Incomplete Primary,9922.8
SSP1,World,2050,45--49,Incomplete Primary,2467.6
SSP1,World,2055,45--49,Incomplete Primary,754.8
SSP1,World,2060,45--49,Incomplete Primary,159
SSP1,World,2065,45--49,Incomplete Primary,11.1
SSP1,World,2070,45--49,Incomplete Primary,4.9
SSP1,World,2075,45--49,Incomplete Primary,0.4
SSP1,World,2080,45--49,Incomplete Primary,0.4
SSP1,World,2085,45--49,Incomplete Primary,0.4
SSP1,World,2090,45--49,Incomplete Primary,0.4
SSP1,World,2095,45--49,Incomplete Primary,0.4
SSP1,World,2100,45--49,Incomplete Primary,0.4
SSP1,World,1950,50--54,Incomplete Primary,11425.3
SSP1,World,1955,50--54,Incomplete Primary,13091.6
SSP1,World,1960,50--54,Incomplete Primary,14756.8
SSP1,World,1965,50--54,Incomplete Primary,16354.3
SSP1,World,1970,50--54,Incomplete Primary,17101.2
SSP1,World,1975,50--54,Incomplete Primary,20280.4
SSP1,World,1980,50--54,Incomplete Primary,23217.3
SSP1,World,1985,50--54,Incomplete Primary,24673.6
SSP1,World,1990,50--54,Incomplete Primary,24154.5
SSP1,World,1995,50--54,Incomplete Primary,23459.8
SSP1,World,2000,50--54,Incomplete Primary,26245.7
SSP1,World,2005,50--54,Incomplete Primary,31007.4
SSP1,World,2010,50--54,Incomplete Primary,29172.4
SSP1,World,2015,50--54,Incomplete Primary,28368.8
SSP1,World,2020,50--54,Incomplete Primary,29170.5
SSP1,World,2025,50--54,Incomplete Primary,29265
SSP1,World,2030,50--54,Incomplete Primary,28956.2
SSP1,World,2035,50--54,Incomplete Primary,27547.1
SSP1,World,2040,50--54,Incomplete Primary,24214.1
SSP1,World,2045,50--54,Incomplete Primary,18474.4
SSP1,World,2050,50--54,Incomplete Primary,9700.1
SSP1,World,2055,50--54,Incomplete Primary,2416.1
SSP1,World,2060,50--54,Incomplete Primary,739.8
SSP1,World,2065,50--54,Incomplete Primary,156.1
SSP1,World,2070,50--54,Incomplete Primary,11
SSP1,World,2075,50--54,Incomplete Primary,4.8
SSP1,World,2080,50--54,Incomplete Primary,0.4
SSP1,World,2085,50--54,Incomplete Primary,0.4
SSP1,World,2090,50--54,Incomplete Primary,0.4
SSP1,World,2095,50--54,Incomplete Primary,0.4
SSP1,World,2100,50--54,Incomplete Primary,0.4
SSP1,World,1950,55--59,Incomplete Primary,9277.5
SSP1,World,1955,55--59,Incomplete Primary,10410.1
SSP1,World,1960,55--59,Incomplete Primary,11930.2
SSP1,World,1965,55--59,Incomplete Primary,13606.5
SSP1,World,1970,55--59,Incomplete Primary,15274.3
SSP1,World,1975,55--59,Incomplete Primary,15961.9
SSP1,World,1980,55--59,Incomplete Primary,19064.5
SSP1,World,1985,55--59,Incomplete Primary,21846.3
SSP1,World,1990,55--59,Incomplete Primary,23296.8
SSP1,World,1995,55--59,Incomplete Primary,22817.8
SSP1,World,2000,55--59,Incomplete Primary,22175.2
SSP1,World,2005,55--59,Incomplete Primary,24951.5
SSP1,World,2010,55--59,Incomplete Primary,29502.7
SSP1,World,2015,55--59,Incomplete Primary,27708.9
SSP1,World,2020,55--59,Incomplete Primary,27128.9
SSP1,World,2025,55--59,Incomplete Primary,27979.5
SSP1,World,2030,55--59,Incomplete Primary,28133.4
SSP1,World,2035,55--59,Incomplete Primary,27885.4
SSP1,World,2040,55--59,Incomplete Primary,26557.3
SSP1,World,2045,55--59,Incomplete Primary,23406.8
SSP1,World,2050,55--59,Incomplete Primary,17898.3
SSP1,World,2055,55--59,Incomplete Primary,9416.4
SSP1,World,2060,55--59,Incomplete Primary,2350.6
SSP1,World,2065,55--59,Incomplete Primary,720.7
SSP1,World,2070,55--59,Incomplete Primary,152.5
SSP1,World,2075,55--59,Incomplete Primary,10.9
SSP1,World,2080,55--59,Incomplete Primary,4.7
SSP1,World,2085,55--59,Incomplete Primary,0.4
SSP1,World,2090,55--59,Incomplete Primary,0.4
SSP1,World,2095,55--59,Incomplete Primary,0.4
SSP1,World,2100,55--59,Incomplete Primary,0.4
SSP1,World,1950,60--64,Incomplete Primary,7758.2
SSP1,World,1955,60--64,Incomplete Primary,8221.7
SSP1,World,1960,60--64,Incomplete Primary,9189.4
SSP1,World,1965,60--64,Incomplete Primary,10594.8
SSP1,World,1970,60--64,Incomplete Primary,12263.7
SSP1,World,1975,60--64,Incomplete Primary,13795.4
SSP1,World,1980,60--64,Incomplete Primary,14527.8
SSP1,World,1985,60--64,Incomplete Primary,17376.3
SSP1,World,1990,60--64,Incomplete Primary,20031
SSP1,World,1995,60--64,Incomplete Primary,21427.6
SSP1,World,2000,60--64,Incomplete Primary,21029.1
SSP1,World,2005,60--64,Incomplete Primary,20511.9
SSP1,World,2010,60--64,Incomplete Primary,23182.5
SSP1,World,2015,60--64,Incomplete Primary,27492
SSP1,World,2020,60--64,Incomplete Primary,25942.3
SSP1,World,2025,60--64,Incomplete Primary,25471.2
SSP1,World,2030,60--64,Incomplete Primary,26395.8
SSP1,World,2035,60--64,Incomplete Primary,26642.5
SSP1,World,2040,60--64,Incomplete Primary,26483.4
SSP1,World,2045,60--64,Incomplete Primary,25266.1
SSP1,World,2050,60--64,Incomplete Primary,22354.8
SSP1,World,2055,60--64,Incomplete Primary,17145
SSP1,World,2060,60--64,Incomplete Primary,9046.1
SSP1,World,2065,60--64,Incomplete Primary,2265.9
SSP1,World,2070,60--64,Incomplete Primary,696.3
SSP1,World,2075,60--64,Incomplete Primary,148
SSP1,World,2080,60--64,Incomplete Primary,10.7
SSP1,World,2085,60--64,Incomplete Primary,4.6
SSP1,World,2090,60--64,Incomplete Primary,0.4
SSP1,World,2095,60--64,Incomplete Primary,0.4
SSP1,World,2100,60--64,Incomplete Primary,0.4
SSP1,World,1950,65--69,Incomplete Primary,5795
SSP1,World,1955,65--69,Incomplete Primary,6518.1
SSP1,World,1960,65--69,Incomplete Primary,6892.8
SSP1,World,1965,65--69,Incomplete Primary,7764.6
SSP1,World,1970,65--69,Incomplete Primary,9128.4
SSP1,World,1975,65--69,Incomplete Primary,10545.7
SSP1,World,1980,65--69,Incomplete Primary,12029.4
SSP1,World,1985,65--69,Incomplete Primary,12645.5
SSP1,World,1990,65--69,Incomplete Primary,15241.5
SSP1,World,1995,65--69,Incomplete Primary,17602.3
SSP1,World,2000,65--69,Incomplete Primary,19002.1
SSP1,World,2005,65--69,Incomplete Primary,18672.8
SSP1,World,2010,65--69,Incomplete Primary,18263.6
SSP1,World,2015,65--69,Incomplete Primary,20764.5
SSP1,World,2020,65--69,Incomplete Primary,24880.9
SSP1,World,2025,65--69,Incomplete Primary,23562.2
SSP1,World,2030,65--69,Incomplete Primary,23258.8
SSP1,World,2035,65--69,Incomplete Primary,24284.5
SSP1,World,2040,65--69,Incomplete Primary,24657.8
SSP1,World,2045,65--69,Incomplete Primary,24618.5
SSP1,World,2050,65--69,Incomplete Primary,23546.8
SSP1,World,2055,65--69,Incomplete Primary,20948
SSP1,World,2060,65--69,Incomplete Primary,16134.5
SSP1,World,2065,65--69,Incomplete Primary,8553.5
SSP1,World,2070,65--69,Incomplete Primary,2153.6
SSP1,World,2075,65--69,Incomplete Primary,664
SSP1,World,2080,65--69,Incomplete Primary,142
SSP1,World,2085,65--69,Incomplete Primary,10.4
SSP1,World,2090,65--69,Incomplete Primary,4.5
SSP1,World,2095,65--69,Incomplete Primary,0.4
SSP1,World,2100,65--69,Incomplete Primary,0.4
SSP1,World,1950,70--74,Incomplete Primary,3919.4
SSP1,World,1955,70--74,Incomplete Primary,4468.9
SSP1,World,1960,70--74,Incomplete Primary,5062.9
SSP1,World,1965,70--74,Incomplete Primary,5410.6
SSP1,World,1970,70--74,Incomplete Primary,6166.1
SSP1,World,1975,70--74,Incomplete Primary,7264.3
