Scenario,Area,Year,Age,Education,Population
SSP2,World,1950,55--59,Upper Secondary,4289.3
SSP2,World,1955,55--59,Upper Secondary,5505.6
SSP2,World,1960,55--59,Upper Secondary,7071
SSP2,World,1965,55--59,Upper Secondary,8685.2
SSP2,World,1970,55--59,Upper Secondary,10321.6
SSP2,World,1975,55--59,Upper Secondary,11522.5
SSP2,World,1980,55--59,Upper Secondary,16828.8
SSP2,World,1985,55--59,Upper Secondary,21916.3
SSP2,World,1990,55--59,Upper Secondary,26262.2
SSP2,World,1995,55--59,Upper Secondary,34703.5
SSP2,World,2000,55--59,Upper Secondary,39271.1
SSP2,World,2005,55--59,Upper Secondary,53545.9
SSP2,World,2010,55--59,Upper Secondary,70176.1
SSP2,World,2015,55--59,Upper Secondary,86978.7
SSP2,World,2020,55--59,Upper Secondary,99261.2
SSP2,World,2025,55--59,Upper Secondary,103676.9
SSP2,World,2030,55--59,Upper Secondary,112679.8
SSP2,World,2035,55--59,Upper Secondary,121428.3
SSP2,World,2040,55--59,Upper Secondary,141786.1
SSP2,World,2045,55--59,Upper Secondary,167630.7
SSP2,World,2050,55--59,Upper Secondary,175961.9
SSP2,World,2055,55--59,Upper Secondary,181198
SSP2,World,2060,55--59,Upper Secondary,194421.8
SSP2,World,2065,55--59,Upper Secondary,213449.3
SSP2,World,2070,55--59,Upper Secondary,228132.4
SSP2,World,2075,55--59,Upper Secondary,228632
SSP2,World,2080,55--59,Upper Secondary,229390.5
SSP2,World,2085,55--59,Upper Secondary,225789.9
SSP2,World,2090,55--59,Upper Secondary,223086
SSP2,World,2095,55--59,Upper Secondary,221742.6
SSP2,World,2100,55--59,Upper Secondary,218558.6
SSP2,World,1950,60--64,Upper Secondary,3227.7
SSP2,World,1955,60--64,Upper Secondary,3930.4
SSP2,World,1960,60--64,Upper Secondary,5042.3
SSP2,World,1965,60--64,Upper Secondary,6433.9
SSP2,World,1970,60--64,Upper Secondary,7946.9
SSP2,World,1975,60--64,Upper Secondary,9544.4
SSP2,World,1980,60--64,Upper Secondary,10789.7
SSP2,World,1985,60--64,Upper Secondary,15752
SSP2,World,1990,60--64,Upper Secondary,20603
SSP2,World,1995,60--64,Upper Secondary,24678.8
SSP2,World,2000,60--64,Upper Secondary,32698.3
SSP2,World,2005,60--64,Upper Secondary,37171.1
SSP2,World,2010,60--64,Upper Secondary,50579.6
SSP2,World,2015,60--64,Upper Secondary,66621.9
SSP2,World,2020,60--64,Upper Secondary,82852.3
SSP2,World,2025,60--64,Upper Secondary,94865.8
SSP2,World,2030,60--64,Upper Secondary,99344
SSP2,World,2035,60--64,Upper Secondary,108149
SSP2,World,2040,60--64,Upper Secondary,116739.8
SSP2,World,2045,60--64,Upper Secondary,136559
SSP2,World,2050,60--64,Upper Secondary,161842.4
SSP2,World,2055,60--64,Upper Secondary,170149.9
SSP2,World,2060,60--64,Upper Secondary,175457.1
SSP2,World,2065,60--64,Upper Secondary,188538.1
SSP2,World,2070,60--64,Upper Secondary,207322.7
SSP2,World,2075,60--64,Upper Secondary,221922
SSP2,World,2080,60--64,Upper Secondary,222661.4
SSP2,World,2085,60--64,Upper Secondary,223641.9
SSP2,World,2090,60--64,Upper Secondary,220357.2
SSP2,World,2095,60--64,Upper Secondary,217961.1
SSP2,World,2100,60--64,Upper Secondary,216926.5
SSP2,World,1950,65--69,Upper Secondary,2206.7
SSP2,World,1955,65--69,Upper Secondary,2785.9
SSP2,World,1960,65--69,Upper Secondary,3401.6
SSP2,World,1965,65--69,Upper Secondary,4384
SSP2,World,1970,65--69,Upper Secondary,5662.7
SSP2,World,1975,65--69,Upper Secondary,7086.2
SSP2,World,1980,65--69,Upper Secondary,8681.5
SSP2,World,1985,65--69,Upper Secondary,9831.1
SSP2,World,1990,65--69,Upper Secondary,14407.4
SSP2,World,1995,65--69,Upper Secondary,18779.2
SSP2,World,2000,65--69,Upper Secondary,22594.2
SSP2,World,2005,65--69,Upper Secondary,30015.7
SSP2,World,2010,65--69,Upper Secondary,34783
SSP2,World,2015,65--69,Upper Secondary,46673.8
SSP2,World,2020,65--69,Upper Secondary,61933.4
SSP2,World,2025,65--69,Upper Secondary,77331.1
SSP2,World,2030,65--69,Upper Secondary,88915.9
SSP2,World,2035,65--69,Upper Secondary,93438.9
SSP2,World,2040,65--69,Upper Secondary,101955.8
SSP2,World,2045,65--69,Upper Secondary,110301.4
SSP2,World,2050,65--69,Upper Secondary,129339.5
SSP2,World,2055,65--69,Upper Secondary,153771.5
SSP2,World,2060,65--69,Upper Secondary,162006.8
SSP2,World,2065,65--69,Upper Secondary,167370.7
SSP2,World,2070,65--69,Upper Secondary,180220.9
SSP2,World,2075,65--69,Upper Secondary,198628.1
SSP2,World,2080,65--69,Upper Secondary,213070.5
SSP2,World,2085,65--69,Upper Secondary,214162.9
SSP2,World,2090,65--69,Upper Secondary,215470
SSP2,World,2095,65--69,Upper Secondary,212642.3
SSP2,World,2100,65--69,Upper Secondary,210659.4
SSP2,World,1950,70--74,Upper Secondary,1353.8
SSP2,World,1955,70--74,Upper Secondary,1716.9
SSP2,World,1960,70--74,Upper Secondary,2201
SSP2,World,1965,70--74,Upper Secondary,2755.2
SSP2,World,1970,70--74,Upper Secondary,3555.2
SSP2,World,1975,70--74,Upper Secondary,4614.5
SSP2,World,1980,70--74,Upper Secondary,5933.4
SSP2,World,1985,70--74,Upper Secondary,7365
SSP2,World,1990,70--74,Upper Secondary,8466.2
SSP2,World,1995,70--74,Upper Secondary,12491.4
SSP2,World,2000,70--74,Upper Secondary,16385.4
SSP2,World,2005,70--74,Upper Secondary,19912.7
SSP2,World,2010,70--74,Upper Secondary,26773.3
SSP2,World,2015,70--74,Upper Secondary,31077.4
SSP2,World,2020,70--74,Upper Secondary,42023.6
SSP2,World,2025,70--74,Upper Secondary,55808.6
SSP2,World,2030,70--74,Upper Secondary,70005.2
SSP2,World,2035,70--74,Upper Secondary,80947.2
SSP2,World,2040,70--74,Upper Secondary,85488.3
SSP2,World,2045,70--74,Upper Secondary,93555.2
SSP2,World,2050,70--74,Upper Secondary,101493.1
SSP2,World,2055,70--74,Upper Secondary,119384.9
SSP2,World,2060,70--74,Upper Secondary,142510.7
SSP2,World,2065,70--74,Upper Secondary,150581.3
SSP2,World,2070,70--74,Upper Secondary,155956.8
SSP2,World,2075,70--74,Upper Secondary,168401.6
SSP2,World,2080,70--74,Upper Secondary,186207.7
SSP2,World,2085,70--74,Upper Secondary,200437.5
SSP2,World,2090,70--74,Upper Secondary,202028.4
SSP2,World,2095,70--74,Upper Secondary,203800.7
SSP2,World,2100,70--74,Upper Secondary,201579.7
SSP2,World,1950,75--79,Upper Secondary,697.4
SSP2,World,1955,75--79,Upper Secondary,936.3
SSP2,World,1960,75--79,Upper Secondary,1224.8
SSP2,World,1965,75--79,Upper Secondary,1597.4
SSP2,World,1970,75--79,Upper Secondary,2001.7
SSP2,World,1975,75--79,Upper Secondary,2631.8
SSP2,World,1980,75--79,Upper Secondary,3565.1
SSP2,World,1985,75--79,Upper Secondary,4597.9
SSP2,World,1990,75--79,Upper Secondary,5854.5
SSP2,World,1995,75--79,Upper Secondary,6848
SSP2,World,2000,75--79,Upper Secondary,10267
SSP2,World,2005,75--79,Upper Secondary,13507.9
SSP2,World,2010,75--79,Upper Secondary,16658.3
SSP2,World,2015,75--79,Upper Secondary,22391
SSP2,World,2020,75--79,Upper Secondary,26433.9
SSP2,World,2025,75--79,Upper Secondary,36046
SSP2,World,2030,75--79,Upper Secondary,47876.7
SSP2,World,2035,75--79,Upper Secondary,60427.2
SSP2,World,2040,75--79,Upper Secondary,70448.4
SSP2,World,2045,75--79,Upper Secondary,74936.5
SSP2,World,2050,75--79,Upper Secondary,82336.6
SSP2,World,2055,75--79,Upper Secondary,89653.5
SSP2,World,2060,75--79,Upper Secondary,105916.5
SSP2,World,2065,75--79,Upper Secondary,127111.8
SSP2,World,2070,75--79,Upper Secondary,134896
SSP2,World,2075,75--79,Upper Secondary,140209.9
SSP2,World,2080,75--79,Upper Secondary,151998.5
SSP2,World,2085,75--79,Upper Secondary,168905.9
SSP2,World,2090,75--79,Upper Secondary,182706.6
SSP2,World,2095,75--79,Upper Secondary,184946.5
SSP2,World,2100,75--79,Upper Secondary,187268.6
SSP2,World,1950,80--84,Upper Secondary,395.7
SSP2,World,1955,80--84,Upper Secondary,564.5
SSP2,World,1960,80--84,Upper Secondary,801.3
SSP2,World,1965,80--84,Upper Secondary,1090.8
SSP2,World,1970,80--84,Upper Secondary,1488.5
SSP2,World,1975,80--84,Upper Secondary,2012.2
SSP2,World,1980,80--84,Upper Secondary,2695
SSP2,World,1985,80--84,Upper Secondary,3727.7
SSP2,World,1990,80--84,Upper Secondary,3120.8
SSP2,World,1995,80--84,Upper Secondary,4069
SSP2,World,2000,80--84,Upper Secondary,5001.9
SSP2,World,2005,80--84,Upper Secondary,7579.1
SSP2,World,2010,80--84,Upper Secondary,10357.9
SSP2,World,2015,80--84,Upper Secondary,12724.3
SSP2,World,2020,80--84,Upper Secondary,17192.6
SSP2,World,2025,80--84,Upper Secondary,20726.1
SSP2,World,2030,80--84,Upper Secondary,28640.5
SSP2,World,2035,80--84,Upper Secondary,38070.8
SSP2,World,2040,80--84,Upper Secondary,48480.2
SSP2,World,2045,80--84,Upper Secondary,57187.6
SSP2,World,2050,80--84,Upper Secondary,61460.7
SSP2,World,2055,80--84,Upper Secondary,67915.7
SSP2,World,2060,80--84,Upper Secondary,74331.9
SSP2,World,2065,80--84,Upper Secondary,88360.7
SSP2,World,2070,80--84,Upper Secondary,106838.6
SSP2,World,2075,80--84,Upper Secondary,114134.5
SSP2,World,2080,80--84,Upper Secondary,119245.1
SSP2,World,2085,80--84,Upper Secondary,130041.8
SSP2,World,2090,80--84,Upper Secondary,145505.2
SSP2,World,2095,80--84,Upper Secondary,158534
SSP2,World,2100,80--84,Upper Secondary,161479.2
SSP2,World,1950,85--89,Upper Secondary,85.2
SSP2,World,1955,85--89,Upper Secondary,104.5
SSP2,World,1960,85--89,Upper Secondary,168.2
SSP2,World,1965,85--89,Upper Secondary,238.5
SSP2,World,1970,85--89,Upper Secondary,331.4
SSP2,World,1975,85--89,Upper Secondary,465.5
SSP2,World,1980,85--89,Upper Secondary,650.6
SSP2,World,1985,85--89,Upper Secondary,864.5
SSP2,World,1990,85--89,Upper Secondary,1283.4
SSP2,World,1995,85--89,Upper Secondary,1784
SSP2,World,2000,85--89,Upper Secondary,2398.5
SSP2,World,2005,85--89,Upper Secondary,3090.2
SSP2,World,2010,85--89,Upper Secondary,4865.8
SSP2,World,2015,85--89,Upper Secondary,6661.2
SSP2,World,2020,85--89,Upper Secondary,8371.7
SSP2,World,2025,85--89,Upper Secondary,11430.5
SSP2,World,2030,85--89,Upper Secondary,14211.1
SSP2,World,2035,85--89,Upper Secondary,20053.7
SSP2,World,2040,85--89,Upper Secondary,26744
SSP2,World,2045,85--89,Upper Secondary,34507.2
SSP2,World,2050,85--89,Upper Secondary,41435.7
SSP2,World,2055,85--89,Upper Secondary,45248.9
SSP2,World,2060,85--89,Upper Secondary,50473.9
SSP2,World,2065,85--89,Upper Secondary,55687.9
SSP2,World,2070,85--89,Upper Secondary,66857.8
SSP2,World,2075,85--89,Upper Secondary,81692.8
SSP2,World,2080,85--89,Upper Secondary,88237
SSP2,World,2085,85--89,Upper Secondary,92964
SSP2,World,2090,85--89,Upper Secondary,102308
SSP2,World,2095,85--89,Upper Secondary,115693.1
SSP2,World,2100,85--89,Upper Secondary,127381.9
SSP2,World,1950,90--94,Upper Secondary,19.3
SSP2,World,1955,90--94,Upper Secondary,23.5
SSP2,World,1960,90--94,Upper Secondary,29.9
SSP2,World,1965,90--94,Upper Secondary,50.2
SSP2,World,1970,90--94,Upper Secondary,74.6
SSP2,World,1975,90--94,Upper Secondary,112.1
SSP2,World,1980,90--94,Upper Secondary,171.9
SSP2,World,1985,90--94,Upper Secondary,255.3
SSP2,World,1990,90--94,Upper Secondary,350.9
SSP2,World,1995,90--94,Upper Secondary,536.5
SSP2,World,2000,90--94,Upper Secondary,764.4
SSP2,World,2005,90--94,Upper Secondary,1075.4
SSP2,World,2010,90--94,Upper Secondary,1488.6
SSP2,World,2015,90--94,Upper Secondary,2372.9
SSP2,World,2020,90--94,Upper Secondary,3337.6
SSP2,World,2025,90--94,Upper Secondary,4313.5
SSP2,World,2030,90--94,Upper Secondary,5993.8
SSP2,World,2035,90--94,Upper Secondary,7781.4
SSP2,World,2040,90--94,Upper Secondary,11339
SSP2,World,2045,90--94,Upper Secondary,15263.6
SSP2,World,2050,90--94,Upper Secondary,20113.4
SSP2,World,2055,90--94,Upper Secondary,24856.1
SSP2,World,2060,90--94,Upper Secondary,27893.9
SSP2,World,2065,90--94,Upper Secondary,31706.8
SSP2,World,2070,90--94,Upper Secondary,35500.8
SSP2,World,2075,90--94,Upper Secondary,43354.1
SSP2,World,2080,90--94,Upper Secondary,53883.6
SSP2,World,2085,90--94,Upper Secondary,59308.2
SSP2,World,2090,90--94,Upper Secondary,63450.1
SSP2,World,2095,90--94,Upper Secondary,70935.6
SSP2,World,2100,90--94,Upper Secondary,81593
SSP2,World,1950,95--99,Upper Secondary,2.9
SSP2,World,1955,95--99,Upper Secondary,3.5
SSP2,World,1960,95--99,Upper Secondary,4.3
SSP2,World,1965,95--99,Upper Secondary,5.6
SSP2,World,1970,95--99,Upper Secondary,10.1
SSP2,World,1975,95--99,Upper Secondary,16.2
SSP2,World,1980,95--99,Upper Secondary,27.6
SSP2,World,1985,95--99,Upper Secondary,45.5
SSP2,World,1990,95--99,Upper Secondary,70
SSP2,World,1995,95--99,Upper Secondary,97.2
SSP2,World,2000,95--99,Upper Secondary,145.6
SSP2,World,2005,95--99,Upper Secondary,218.4
SSP2,World,2010,95--99,Upper Secondary,331.7
SSP2,World,2015,95--99,Upper Secondary,470.7
SSP2,World,2020,95--99,Upper Secondary,774.5
SSP2,World,2025,95--99,Upper Secondary,1130.8
SSP2,World,2030,95--99,Upper Secondary,1524.1
SSP2,World,2035,95--99,Upper Secondary,2175.6
SSP2,World,2040,95--99,Upper Secondary,2985.7
SSP2,World,2045,95--99,Upper Secondary,4555.2
SSP2,World,2050,95--99,Upper Secondary,6263.3
SSP2,World,2055,95--99,Upper Secondary,8530.6
SSP2,World,2060,95--99,Upper Secondary,11029.4
SSP2,World,2065,95--99,Upper Secondary,12958.7
SSP2,World,2070,95--99,Upper Secondary,15224.2
SSP2,World,2075,95--99,Upper Secondary,17473.2
SSP2,World,2080,95--99,Upper Secondary,21985.2
SSP2,World,2085,95--99,Upper Secondary,28073.8
SSP2,World,2090,95--99,Upper Secondary,31879.6
SSP2,World,2095,95--99,Upper Secondary,35090.7
SSP2,World,2100,95--99,Upper Secondary,40377.7
SSP2,World,1950,100+,Upper Secondary,0.3
SSP2,World,1955,100+,Upper Secondary,0.3
SSP2,World,1960,100+,Upper Secondary,0.4
SSP2,World,1965,100+,Upper Secondary,0.5
SSP2,World,1970,100+,Upper Secondary,0.7
SSP2,World,1975,100+,Upper Secondary,1.4
SSP2,World,1980,100+,Upper Secondary,2.5
SSP2,World,1985,100+,Upper Secondary,4.7
SSP2,World,1990,100+,Upper Secondary,7.9
SSP2,World,1995,100+,Upper Secondary,12.6
SSP2,World,2000,100+,Upper Secondary,16.7
SSP2,World,2005,100+,Upper Secondary,23.5
SSP2,World,2010,100+,Upper Secondary,39.1
SSP2,World,2015,100+,Upper Secondary,56.3
SSP2,World,2020,100+,Upper Secondary,90.3
SSP2,World,2025,100+,Upper Secondary,153.7
SSP2,World,2030,100+,Upper Secondary,237.6
SSP2,World,2035,100+,Upper Secondary,341.4
SSP2,World,2040,100+,Upper Secondary,506.3
SSP2,World,2045,100+,Upper Secondary,744.1
SSP2,World,2050,100+,Upper Secondary,1202.2
SSP2,World,2055,100+,Upper Secondary,1740.1
SSP2,World,2060,100+,Upper Secondary,2494.5
SSP2,World,2065,100+,Upper Secondary,3468.1
SSP2,World,2070,100+,Upper Secondary,4386.9
SSP2,World,2075,100+,Upper Secondary,5486.7
SSP2,World,2080,100+,Upper Secondary,6616
SSP2,World,2085,100+,Upper Secondary,8633.7
SSP2,World,2090,100+,Upper Secondary,11527.4
SSP2,World,2095,100+,Upper Secondary,14019.2
SSP2,World,2100,100+,Upper Secondary,16418.9
SSP2,World,1950,All,Post Secondary,30143.4
SSP2,World,1955,All,Post Secondary,38199.4
SSP2,World,1960,All,Post Secondary,51159.6
SSP2,World,1965,All,Post Secondary,67658
SSP2,World,1970,All,Post Secondary,91538.8
SSP2,World,1975,All,Post Secondary,124623.3
SSP2,World,1980,All,Post Secondary,168092.8
SSP2,World,1985,All,Post Secondary,223706.5
SSP2,World,1990,All,Post Secondary,287764.4
SSP2,World,1995,All,Post Secondary,361460.4
SSP2,World,2000,All,Post Secondary,443257.2
SSP2,World,2005,All,Post Secondary,542710.9
SSP2,World,2010,All,Post Secondary,677788.2
SSP2,World,2015,All,Post Secondary,804009.8
SSP2,World,2020,All,Post Secondary,932279.7
SSP2,World,2025,All,Post Secondary,1067430
SSP2,World,2030,All,Post Secondary,1216389
SSP2,World,2035,All,Post Secondary,1382332
SSP2,World,2040,All,Post Secondary,1555054
SSP2,World,2045,All,Post Secondary,1730696
SSP2,World,2050,All,Post Secondary,1906881
SSP2,World,2055,All,Post Secondary,2084148
SSP2,World,2060,All,Post Secondary,2263209
SSP2,World,2065,All,Post Secondary,2443484
SSP2,World,2070,All,Post Secondary,2621898
SSP2,World,2075,All,Post Secondary,2794410
SSP2,World,2080,All,Post Secondary,2958385
SSP2,World,2085,All,Post Secondary,3113649
SSP2,World,2090,All,Post Secondary,3261138
SSP2,World,2095,All,Post Secondary,3401472
SSP2,World,2100,All,Post Secondary,3533532
SSP2,World,1950,0--4,Post Secondary,0
SSP2,World,1955,0--4,Post Secondary,0
SSP2,World,1960,0--4,Post Secondary,0
SSP2,World,1965,0--4,Post Secondary,0
SSP2,World,1970,0--4,Post Secondary,0
SSP2,World,1975,0--4,Post Secondary,0
SSP2,World,1980,0--4,Post Secondary,0
SSP2,World,1985,0--4,Post Secondary,0
SSP2,World,1990,0--4,Post Secondary,0
SSP2,World,1995,0--4,Post Secondary,0
SSP2,World,2000,0--4,Post Secondary,0
SSP2,World,2005,0--4,Post Secondary,0
SSP2,World,2010,0--4,Post Secondary,0
SSP2,World,2015,0--4,Post Secondary,0
SSP2,World,2020,0--4,Post Secondary,0
SSP2,World,2025,0--4,Post Secondary,0
SSP2,World,2030,0--4,Post Secondary,0
SSP2,World,2035,0--4,Post Secondary,0
SSP2,World,2040,0--4,Post Secondary,0
SSP2,World,2045,0--4,Post Secondary,0
SSP2,World,2050,0--4,Post Secondary,0
SSP2,World,2055,0--4,Post Secondary,0
SSP2,World,2060,0--4,Post Secondary,0
SSP2,World,2065,0--4,Post Secondary,0
SSP2,World,2070,0--4,Post Secondary,0
SSP2,World,2075,0--4,Post Secondary,0
SSP2,World,2080,0--4,Post Secondary,0
SSP2,World,2085,0--4,Post Secondary,0
SSP2,World,2090,0--4,Post Secondary,0
SSP2,World,2095,0--4,Post Secondary,0
SSP2,World,2100,0--4,Post Secondary,0
SSP2,World,1950,5--9,Post Secondary,0
SSP2,World,1955,5--9,Post Secondary,0
SSP2,World,1960,5--9,Post Secondary,0
SSP2,World,1965,5--9,Post Secondary,0
SSP2,World,1970,5--9,Post Secondary,0
SSP2,World,1975,5--9,Post Secondary,0
SSP2,World,1980,5--9,Post Secondary,0
SSP2,World,1985,5--9,Post Secondary,0
SSP2,World,1990,5--9,Post Secondary,0
SSP2,World,1995,5--9,Post Secondary,0
SSP2,World,2000,5--9,Post Secondary,0
SSP2,World,2005,5--9,Post Secondary,0
SSP2,World,2010,5--9,Post Secondary,0
SSP2,World,2015,5--9,Post Secondary,0
SSP2,World,2020,5--9,Post Secondary,0
SSP2,World,2025,5--9,Post Secondary,0
SSP2,World,2030,5--9,Post Secondary,0
SSP2,World,2035,5--9,Post Secondary,0
SSP2,World,2040,5--9,Post Secondary,0
SSP2,World,2045,5--9,Post Secondary,0
SSP2,World,2050,5--9,Post Secondary,0
SSP2,World,2055,5--9,Post Secondary,0
SSP2,World,2060,5--9,Post Secondary,0
SSP2,World,2065,5--9,Post Secondary,0
SSP2,World,2070,5--9,Post Secondary,0
SSP2,World,2075,5--9,Post Secondary,0
SSP2,World,2080,5--9,Post Secondary,0
SSP2,World,2085,5--9,Post Secondary,0
SSP2,World,2090,5--9,Post Secondary,0
SSP2,World,2095,5--9,Post Secondary,0
SSP2,World,2100,5--9,Post Secondary,0
SSP2,World,1950,10--14,Post Secondary,0
SSP2,World,1955,10--14,Post Secondary,0
SSP2,World,1960,10--14,Post Secondary,0
SSP2,World,1965,10--14,Post Secondary,0
SSP2,World,1970,10--14,Post Secondary,0
SSP2,World,1975,10--14,Post Secondary,0
SSP2,World,1980,10--14,Post Secondary,0
SSP2,World,1985,10--14,Post Secondary,0
SSP2,World,1990,10--14,Post Secondary,0
SSP2,World,1995,10--14,Post Secondary,0
SSP2,World,2000,10--14,Post Secondary,0
SSP2,World,2005,10--14,Post Secondary,0
SSP2,World,2010,10--14,Post Secondary,0
SSP2,World,2015,10--14,Post Secondary,0
SSP2,World,2020,10--14,Post Secondary,0
SSP2,World,2025,10--14,Post Secondary,0
SSP2,World,2030,10--14,Post Secondary,0
SSP2,World,2035,10--14,Post Secondary,0
SSP2,World,2040,10--14,Post Secondary,0
SSP2,World,2045,10--14,Post Secondary,0
SSP2,World,2050,10--14,Post Secondary,0
SSP2,World,2055,10--14,Post Secondary,0
SSP2,World,2060,10--14,Post Secondary,0
SSP2,World,2065,10--14,Post Secondary,0
SSP2,World,2070,10--14,Post Secondary,0
SSP2,World,2075,10--14,Post Secondary,0
SSP2,World,2080,10--14,Post Secondary,0
SSP2,World,2085,10--14,Post Secondary,0
SSP2,World,2090,10--14,Post Secondary,0
SSP2,World,2095,10--14,Post Secondary,0
SSP2,World,2100,10--14,Post Secondary,0
SSP2,World,1950,15--19,Post Secondary,0
SSP2,World,1955,15--19,Post Secondary,0
SSP2,World,1960,15--19,Post Secondary,0
SSP2,World,1965,15--19,Post Secondary,0
SSP2,World,1970,15--19,Post Secondary,0
SSP2,World,1975,15--19,Post Secondary,0
SSP2,World,1980,15--19,Post Secondary,0
SSP2,World,1985,15--19,Post Secondary,0
SSP2,World,1990,15--19,Post Secondary,0
SSP2,World,1995,15--19,Post Secondary,0
SSP2,World,2000,15--19,Post Secondary,0
SSP2,World,2005,15--19,Post Secondary,0
SSP2,World,2010,15--19,Post Secondary,0
SSP2,World,2015,15--19,Post Secondary,0
SSP2,World,2020,15--19,Post Secondary,0
SSP2,World,2025,15--19,Post Secondary,0
SSP2,World,2030,15--19,Post Secondary,0
SSP2,World,2035,15--19,Post Secondary,0
SSP2,World,2040,15--19,Post Secondary,0
SSP2,World,2045,15--19,Post Secondary,0
SSP2,World,2050,15--19,Post Secondary,0
SSP2,World,2055,15--19,Post Secondary,0
SSP2,World,2060,15--19,Post Secondary,0
SSP2,World,2065,15--19,Post Secondary,0
SSP2,World,2070,15--19,Post Secondary,0
SSP2,World,2075,15--19,Post Secondary,0
SSP2,World,2080,15--19,Post Secondary,0
SSP2,World,2085,15--19,Post Secondary,0
SSP2,World,2090,15--19,Post Secondary,0
SSP2,World,2095,15--19,Post Secondary,0
SSP2,World,2100,15--19,Post Secondary,0
SSP2,World,1950,20--24,Post Secondary,4279
SSP2,World,1955,20--24,Post Secondary,5227.3
SSP2,World,1960,20--24,Post Secondary,7842.6
SSP2,World,1965,20--24,Post Secondary,9207.1
SSP2,World,1970,20--24,Post Secondary,14122.5
SSP2,World,1975,20--24,Post Secondary,20305
SSP2,World,1980,20--24,Post Secondary,27147.4
SSP2,World,1985,20--24,Post Secondary,35735.6
SSP2,World,1990,20--24,Post Secondary,43666.4
SSP2,World,1995,20--24,Post Secondary,52970.6
SSP2,World,2000,20--24,Post Secondary,59887.3
SSP2,World,2005,20--24,Post Secondary,73002.8
SSP2,World,2010,20--24,Post Secondary,87947.9
SSP2,World,2015,20--24,Post Secondary,93556.6
SSP2,World,2020,20--24,Post Secondary,100930.5
SSP2,World,2025,20--24,Post Secondary,115166.5
SSP2,World,2030,20--24,Post Secondary,130859.9
SSP2,World,2035,20--24,Post Secondary,147204.6
SSP2,World,2040,20--24,Post Secondary,153961.7
SSP2,World,2045,20--24,Post Secondary,161661.1
SSP2,World,2050,20--24,Post Secondary,167249.5
SSP2,World,2055,20--24,Post Secondary,174786.1
SSP2,World,2060,20--24,Post Secondary,182940.6
SSP2,World,2065,20--24,Post Secondary,191037.4
SSP2,World,2070,20--24,Post Secondary,196817.9
SSP2,World,2075,20--24,Post Secondary,199714.9
SSP2,World,2080,20--24,Post Secondary,200936.3
SSP2,World,2085,20--24,Post Secondary,201903.6
SSP2,World,2090,20--24,Post Secondary,203068.3
SSP2,World,2095,20--24,Post Secondary,204402.3
SSP2,World,2100,20--24,Post Secondary,204994.4
SSP2,World,1950,25--29,Post Secondary,3261.8
SSP2,World,1955,25--29,Post Secondary,4757.5
SSP2,World,1960,25--29,Post Secondary,6090.1
SSP2,World,1965,25--29,Post Secondary,9140.8
SSP2,World,1970,25--29,Post Secondary,11471.5
SSP2,World,1975,25--29,Post Secondary,18341.9
SSP2,World,1980,25--29,Post Secondary,26035.4
SSP2,World,1985,25--29,Post Secondary,35187.9
SSP2,World,1990,25--29,Post Secondary,46411.8
SSP2,World,1995,25--29,Post Secondary,56569.9
SSP2,World,2000,25--29,Post Secondary,69244.4
SSP2,World,2005,25--29,Post Secondary,83879.2
SSP2,World,2010,25--29,Post Secondary,107718.2
SSP2,World,2015,25--29,Post Secondary,132821.6
SSP2,World,2020,25--29,Post Secondary,140530.5
SSP2,World,2025,25--29,Post Secondary,147906.3
SSP2,World,2030,25--29,Post Secondary,164025.5
SSP2,World,2035,25--29,Post Secondary,186352.7
SSP2,World,2040,25--29,Post Secondary,209711.2
SSP2,World,2045,25--29,Post Secondary,219426.3
SSP2,World,2050,25--29,Post Secondary,230344.7
SSP2,World,2055,25--29,Post Secondary,238411
SSP2,World,2060,25--29,Post Secondary,249236.7
SSP2,World,2065,25--29,Post Secondary,260899.5
SSP2,World,2070,25--29,Post Secondary,272506.1
SSP2,World,2075,25--29,Post Secondary,280888.2
SSP2,World,2080,25--29,Post Secondary,285124.4
SSP2,World,2085,25--29,Post Secondary,286983.7
SSP2,World,2090,25--29,Post Secondary,288295.3
SSP2,World,2095,25--29,Post Secondary,289901.7
SSP2,World,2100,25--29,Post Secondary,291832.7
SSP2,World,1950,30--34,Post Secondary,4577.9
SSP2,World,1955,30--34,Post Secondary,7081.7
SSP2,World,1960,30--34,Post Secondary,10650.7
SSP2,World,1965,30--34,Post Secondary,14082
SSP2,World,1970,30--34,Post Secondary,19154.8
SSP2,World,1975,30--34,Post Secondary,23033.9
SSP2,World,1980,30--34,Post Secondary,32873.7
SSP2,World,1985,30--34,Post Secondary,42367.8
SSP2,World,1990,30--34,Post Secondary,50701.8
SSP2,World,1995,30--34,Post Secondary,61113.6
SSP2,World,2000,30--34,Post Secondary,69686
SSP2,World,2005,30--34,Post Secondary,81558.2
SSP2,World,2010,30--34,Post Secondary,95534
SSP2,World,2015,30--34,Post Secondary,116908
SSP2,World,2020,30--34,Post Secondary,138317.2
SSP2,World,2025,30--34,Post Secondary,143203.9
SSP2,World,2030,30--34,Post Secondary,147763.8
SSP2,World,2035,30--34,Post Secondary,163967.7
SSP2,World,2040,30--34,Post Secondary,186295.3
SSP2,World,2045,30--34,Post Secondary,209686.4
SSP2,World,2050,30--34,Post Secondary,219494.6
SSP2,World,2055,30--34,Post Secondary,230432.5
